iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bagging_fraction,param_bagging_freq,param_feature_fraction,param_lambda_l1,param_lambda_l2,param_learning_rate,param_max_depth,param_min_data_in_leaf,param_n_estimators,param_num_leaves,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
0,200,0.07021653652191162,0.007697463035583496,0.001726984977722168,0.0002900362014770508,0.8699543802236873,2,0.7309371606507797,0.09125529066795668,0.2536261862239286,0.08364574661077417,27,16,1198,511,"{'bagging_fraction': np.float64(0.8699543802236873), 'bagging_freq': 2, 'feature_fraction': np.float64(0.7309371606507797), 'lambda_l1': np.float64(0.09125529066795668), 'lambda_l2': np.float64(0.2536261862239286), 'learning_rate': np.float64(0.08364574661077417), 'max_depth': 27, 'min_data_in_leaf': 16, 'n_estimators': 1198, 'num_leaves': 511}",-0.026132534423582973,-0.08382139683831215,-0.05497696563094756,0.028844431207364588,31,-0.0002675222039402521,-0.0003388859877360004,-0.00030320409583812623,3.568189189787416e-05
0,200,0.17132794857025146,0.026017069816589355,0.0032335519790649414,0.0007034540176391602,0.8144714233899419,4,0.7117558980026938,0.04279460317155788,0.48479027576012373,0.05579718832480873,42,12,3467,511,"{'bagging_fraction': np.float64(0.8144714233899419), 'bagging_freq': 4, 'feature_fraction': np.float64(0.7117558980026938), 'lambda_l1': np.float64(0.04279460317155788), 'lambda_l2': np.float64(0.48479027576012373), 'learning_rate': np.float64(0.05579718832480873), 'max_depth': 42, 'min_data_in_leaf': 12, 'n_estimators': 3467, 'num_leaves': 511}",-0.026048243042022006,-0.08397374178283883,-0.05501099241243042,0.028962749370408408,32,-4.688168930919215e-05,-3.483792622449523e-05,-4.085980776684369e-05,6.021881542348459e-06
0,200,0.15613007545471191,0.023144006729125977,0.001909494400024414,0.0007853507995605469,0.9952525710003366,3,0.8116054257378349,0.07864129607419969,0.17140177012650892,0.09407573256035648,42,15,3940,2047,"{'bagging_fraction': np.float64(0.9952525710003366), 'bagging_freq': 3, 'feature_fraction': np.float64(0.8116054257378349), 'lambda_l1': np.float64(0.07864129607419969), 'lambda_l2': np.float64(0.17140177012650892), 'learning_rate': np.float64(0.09407573256035648), 'max_depth': 42, 'min_data_in_leaf': 15, 'n_estimators': 3940, 'num_leaves': 2047}",-0.02628345900213357,-0.08701044291790425,-0.056646950960018906,0.03036349195788534,33,-0.00032525398453235057,-0.00018256733897998003,-0.0002539106617561653,7.134332277618527e-05
0,200,0.3596076965332031,0.015471458435058594,0.0017752647399902344,0.00038242340087890625,0.7956488938538635,5,0.9661638227728979,0.04822149251619493,0.06079712296915085,0.07232447872229951,6,8,7885,4095,"{'bagging_fraction': np.float64(0.7956488938538635), 'bagging_freq': 5, 'feature_fraction': np.float64(0.9661638227728979), 'lambda_l1': np.float64(0.04822149251619493), 'lambda_l2': np.float64(0.06079712296915085), 'learning_rate': np.float64(0.07232447872229951), 'max_depth': 6, 'min_data_in_leaf': 8, 'n_estimators': 7885, 'num_leaves': 4095}",-0.029096132784490806,-0.08500461075079987,-0.05705037176764534,0.027954238983154536,34,-5.1129389902236357e-05,-4.727204288775041e-05,-4.920071639499338e-05,1.9286735072429735e-06
0,200,0.30396294593811035,0.07138299942016602,0.005345463752746582,0.0022825002670288086,0.5610439773503366,0,0.7954010424915591,0.012005192452767675,0.11496758127097084,0.043710778862625636,57,16,6364,511,"{'bagging_fraction': np.float64(0.5610439773503366), 'bagging_freq': 0, 'feature_fraction': np.float64(0.7954010424915591), 'lambda_l1': np.float64(0.012005192452767675), 'lambda_l2': np.float64(0.11496758127097084), 'learning_rate': np.float64(0.043710778862625636), 'max_depth': 57, 'min_data_in_leaf': 16, 'n_estimators': 6364, 'num_leaves': 511}",-0.02724609292727555,-0.08907079813967096,-0.058158445533473255,0.030912352606197704,35,-1.0361116492746518e-05,-4.693860733934467e-06,-7.5274886133404924e-06,2.8336278794060255e-06
0,200,0.3451446294784546,0.0038546323776245117,0.004332542419433594,0.0006234645843505859,0.6872700594236812,4,0.7550304369598491,0.07896910002727693,0.2994250789732435,0.04558327528535912,28,14,6078,2047,"{'bagging_fraction': np.float64(0.6872700594236812), 'bagging_freq': 4, 'feature_fraction': np.float64(0.7550304369598491), 'lambda_l1': np.float64(0.07896910002727693), 'lambda_l2': np.float64(0.2994250789732435), 'learning_rate': np.float64(0.04558327528535912), 'max_depth': 28, 'min_data_in_leaf': 14, 'n_estimators': 6078, 'num_leaves': 2047}",-0.028327573001154766,-0.09138879646242598,-0.05985818473179037,0.03153061173063561,36,-0.00010886847599622008,-0.00011503240659402644,-0.00011195044129512326,3.0819652989031815e-06
0,200,0.09622311592102051,0.0014100074768066406,0.002010941505432129,0.00010502338409423828,0.9917115704474215,5,0.8607324052224274,0.01002897700544083,0.418651247794619,0.03307800649717359,11,19,1159,1023,"{'bagging_fraction': np.float64(0.9917115704474215), 'bagging_freq': 5, 'feature_fraction': np.float64(0.8607324052224274), 'lambda_l1': np.float64(0.01002897700544083), 'lambda_l2': np.float64(0.418651247794619), 'learning_rate': np.float64(0.03307800649717359), 'max_depth': 11, 'min_data_in_leaf': 19, 'n_estimators': 1159, 'num_leaves': 1023}",-0.03330668286371626,-0.08910611562970207,-0.06120639924670916,0.027899716382992903,37,-0.0005327228596837421,-0.00280941908198277,-0.001671070970833256,0.001138348111149514
0,200,0.21596848964691162,0.010038495063781738,0.0031772851943969727,7.510185241699219e-06,0.7327990090662301,5,0.7859623756384853,0.06008332605690108,0.016250124969524715,0.004734818874921442,11,18,2991,2047,"{'bagging_fraction': np.float64(0.7327990090662301), 'bagging_freq': 5, 'feature_fraction': np.float64(0.7859623756384853), 'lambda_l1': np.float64(0.06008332605690108), 'lambda_l2': np.float64(0.016250124969524715), 'learning_rate': np.float64(0.004734818874921442), 'max_depth': 11, 'min_data_in_leaf': 18, 'n_estimators': 2991, 'num_leaves': 2047}",-0.030778820581994416,-0.09220831684881035,-0.06149356871540239,0.03071474813340797,38,-0.008604063640366973,-0.01785725408765248,-0.013230658864009726,0.004626595223642753
0,200,0.2002549171447754,0.025845050811767578,0.003200531005859375,0.0006394386291503906,0.7816377859881918,3,0.9722699421778278,0.025929222914887497,0.20619146151781487,0.07655511385430487,41,16,3657,1023,"{'bagging_fraction': np.float64(0.7816377859881918), 'bagging_freq': 3, 'feature_fraction': np.float64(0.9722699421778278), 'lambda_l1': np.float64(0.025929222914887497), 'lambda_l2': np.float64(0.20619146151781487), 'learning_rate': np.float64(0.07655511385430487), 'max_depth': 41, 'min_data_in_leaf': 16, 'n_estimators': 3657, 'num_leaves': 1023}",-0.027922642339235682,-0.09560453707927684,-0.06176358970925626,0.03384094737002058,39,-1.7364000695155534e-05,-1.3601507192877118e-05,-1.5482753944016327e-05,1.881246751139208e-06
0,200,0.4789310693740845,0.019208073616027832,0.00851452350616455,0.00016963481903076172,0.6792328642721364,0,0.9744879026631341,0.08600385777897994,0.2257253370691017,0.010541011649041133,60,26,9496,511,"{'bagging_fraction': np.float64(0.6792328642721364), 'bagging_freq': 0, 'feature_fraction': np.float64(0.9744879026631341), 'lambda_l1': np.float64(0.08600385777897994), 'lambda_l2': np.float64(0.2257253370691017), 'learning_rate': np.float64(0.010541011649041133), 'max_depth': 60, 'min_data_in_leaf': 26, 'n_estimators': 9496, 'num_leaves': 511}",-0.03540918583170545,-0.08890113843006496,-0.062155162130885205,0.026745976299179755,40,-0.0012282450593192995,-0.0012205309849011557,-0.0012243880221102276,3.857037209071884e-06
0,200,0.27349305152893066,0.006706953048706055,0.005123496055603027,2.944469451904297e-05,0.8187149507491033,3,0.7398236266728909,0.09795368671141591,0.35829755208997605,0.005106751676787579,61,22,5677,255,"{'bagging_fraction': np.float64(0.8187149507491033), 'bagging_freq': 3, 'feature_fraction': np.float64(0.7398236266728909), 'lambda_l1': np.float64(0.09795368671141591), 'lambda_l2': np.float64(0.35829755208997605), 'learning_rate': np.float64(0.005106751676787579), 'max_depth': 61, 'min_data_in_leaf': 22, 'n_estimators': 5677, 'num_leaves': 255}",-0.031426192644266826,-0.0953665221717661,-0.06339635740801647,0.031970164763749635,41,-0.005008929718927786,-0.010525845128219434,-0.00776738742357361,0.002758457704645824
0,200,0.024305224418640137,0.00047791004180908203,0.0007884502410888672,4.76837158203125e-07,0.6356745158869479,4,0.8760253496991544,0.0975255307264138,0.30451712384334234,0.02859991820225434,34,18,564,63,"{'bagging_fraction': np.float64(0.6356745158869479), 'bagging_freq': 4, 'feature_fraction': np.float64(0.8760253496991544), 'lambda_l1': np.float64(0.0975255307264138), 'lambda_l2': np.float64(0.30451712384334234), 'learning_rate': np.float64(0.02859991820225434), 'max_depth': 34, 'min_data_in_leaf': 18, 'n_estimators': 564, 'num_leaves': 63}",-0.03254677121807142,-0.09712073319745626,-0.06483375220776384,0.03228698098969242,42,-0.013784021060657868,-0.0219978041826922,-0.017890912621675033,0.004106891561017166
0,200,0.05420541763305664,0.00018739700317382812,0.0016869306564331055,2.300739288330078e-05,0.8159186060848996,4,0.7275112441775443,0.061244092590111904,0.2778515261729004,0.022272789502422896,58,26,1667,63,"{'bagging_fraction': np.float64(0.8159186060848996), 'bagging_freq': 4, 'feature_fraction': np.float64(0.7275112441775443), 'lambda_l1': np.float64(0.061244092590111904), 'lambda_l2': np.float64(0.2778515261729004), 'learning_rate': np.float64(0.022272789502422896), 'max_depth': 58, 'min_data_in_leaf': 26, 'n_estimators': 1667, 'num_leaves': 63}",-0.03580819311460068,-0.09409926257301461,-0.06495372784380765,0.029145534729206966,43,-0.00904882139055942,-0.010948349774631777,-0.009998585582595598,0.0009497641920361783
0,200,0.1817995309829712,0.007205367088317871,0.0021675825119018555,0.00035560131072998047,0.8925879806965068,2,0.8147385973801488,0.09932308858067883,0.23438144662398996,0.08699404067363206,12,24,5893,1023,"{'bagging_fraction': np.float64(0.8925879806965068), 'bagging_freq': 2, 'feature_fraction': np.float64(0.8147385973801488), 'lambda_l1': np.float64(0.09932308858067883), 'lambda_l2': np.float64(0.23438144662398996), 'learning_rate': np.float64(0.08699404067363206), 'max_depth': 12, 'min_data_in_leaf': 24, 'n_estimators': 5893, 'num_leaves': 1023}",-0.03852049134887541,-0.09451264988941604,-0.06651657061914573,0.027996079270270317,44,-0.0006747835353682855,-0.0003166130159251618,-0.0004956982756467237,0.00017908525972156185
0,200,0.049790024757385254,0.0008720159530639648,0.001350998878479004,2.9802322387695312e-06,0.7140920741586572,4,0.8716877407512514,0.09903315837160458,0.038673128003064106,0.031569701928718184,37,26,1684,511,"{'bagging_fraction': np.float64(0.7140920741586572), 'bagging_freq': 4, 'feature_fraction': np.float64(0.8716877407512514), 'lambda_l1': np.float64(0.09903315837160458), 'lambda_l2': np.float64(0.038673128003064106), 'learning_rate': np.float64(0.031569701928718184), 'max_depth': 37, 'min_data_in_leaf': 26, 'n_estimators': 1684, 'num_leaves': 511}",-0.04494140565463622,-0.10039334393311108,-0.07266737479387365,0.027725969139237434,45,-0.012371630194649694,-0.01313888927913754,-0.012755259736893617,0.0003836295422439233
0,200,0.07312750816345215,0.008238554000854492,0.001170516014099121,1.5616416931152344e-05,0.762378215816119,3,0.7069187275124247,0.053477466025838916,0.20093048585762774,0.005666566321361543,21,18,689,4095,"{'bagging_fraction': np.float64(0.762378215816119), 'bagging_freq': 3, 'feature_fraction': np.float64(0.7069187275124247), 'lambda_l1': np.float64(0.053477466025838916), 'lambda_l2': np.float64(0.20093048585762774), 'learning_rate': np.float64(0.005666566321361543), 'max_depth': 21, 'min_data_in_leaf': 18, 'n_estimators': 689, 'num_leaves': 4095}",-0.037261538112170874,-0.11482317722506047,-0.07604235766861567,0.038780819556444794,46,-0.03192987076191615,-0.035309106944155365,-0.033619488853035756,0.0016896180911196088
0,200,0.2890366315841675,0.010769486427307129,0.004155993461608887,7.998943328857422e-05,0.7830186052470381,2,0.9273538331393107,0.002439348862975587,0.05903632025345812,0.005600264202175275,54,33,7117,2047,"{'bagging_fraction': np.float64(0.7830186052470381), 'bagging_freq': 2, 'feature_fraction': np.float64(0.9273538331393107), 'lambda_l1': np.float64(0.002439348862975587), 'lambda_l2': np.float64(0.05903632025345812), 'learning_rate': np.float64(0.005600264202175275), 'max_depth': 54, 'min_data_in_leaf': 33, 'n_estimators': 7117, 'num_leaves': 2047}",-0.05066701123808166,-0.11428962948077916,-0.08247832035943041,0.031811309121348746,47,-0.01896753680514697,-0.020527744796845063,-0.019747640800996016,0.0007801039958490463
0,200,0.038977980613708496,0.0007930994033813477,0.001145005226135254,7.987022399902344e-06,0.8249819653888826,5,0.9387378008308302,0.09000053418175663,0.1699975784257679,0.0385582952639944,7,35,1353,511,"{'bagging_fraction': np.float64(0.8249819653888826), 'bagging_freq': 5, 'feature_fraction': np.float64(0.9387378008308302), 'lambda_l1': np.float64(0.09000053418175663), 'lambda_l2': np.float64(0.1699975784257679), 'learning_rate': np.float64(0.0385582952639944), 'max_depth': 7, 'min_data_in_leaf': 35, 'n_estimators': 1353, 'num_leaves': 511}",-0.053637885263562834,-0.11192529222810496,-0.0827815887458339,0.029143703482271063,48,-0.01870777698848868,-0.018869593593560417,-0.018788685291024548,8.090830253586895e-05
0,200,0.29358434677124023,0.004223346710205078,0.00516200065612793,6.198883056640625e-05,0.7238915822865458,5,0.77261658145345,0.06821355474058786,0.3818098076643588,0.02476375439923997,43,27,8504,1023,"{'bagging_fraction': np.float64(0.7238915822865458), 'bagging_freq': 5, 'feature_fraction': np.float64(0.77261658145345), 'lambda_l1': np.float64(0.06821355474058786), 'lambda_l2': np.float64(0.3818098076643588), 'learning_rate': np.float64(0.02476375439923997), 'max_depth': 43, 'min_data_in_leaf': 27, 'n_estimators': 8504, 'num_leaves': 1023}",-0.06487281106907691,-0.1027026216749713,-0.0837877163720241,0.01891490530294719,49,-0.002437641423130756,-0.0011197025933326484,-0.0017786720082317022,0.0006589694148990538
0,200,0.10481548309326172,0.0008184909820556641,0.0025093555450439453,2.7418136596679688e-05,0.8288064461501716,0,0.8627620691664697,0.051881407683876,0.3191663090929477,0.026046181860558418,35,41,3936,511,"{'bagging_fraction': np.float64(0.8288064461501716), 'bagging_freq': 0, 'feature_fraction': np.float64(0.8627620691664697), 'lambda_l1': np.float64(0.051881407683876), 'lambda_l2': np.float64(0.3191663090929477), 'learning_rate': np.float64(0.026046181860558418), 'max_depth': 35, 'min_data_in_leaf': 41, 'n_estimators': 3936, 'num_leaves': 511}",-0.05621537501780329,-0.1177453285226317,-0.0869803517702175,0.030764976752414203,50,-0.020363326324090564,-0.01771089875357933,-0.019037112538834947,0.0013262137852556172
0,200,0.06326508522033691,0.0001270771026611328,0.0017684698104858398,6.318092346191406e-06,0.8387821809211412,2,0.9133448597314053,0.08195010461397155,0.1753329936458647,0.010617655109142077,46,36,2459,255,"{'bagging_fraction': np.float64(0.8387821809211412), 'bagging_freq': 2, 'feature_fraction': np.float64(0.9133448597314053), 'lambda_l1': np.float64(0.08195010461397155), 'lambda_l2': np.float64(0.1753329936458647), 'learning_rate': np.float64(0.010617655109142077), 'max_depth': 46, 'min_data_in_leaf': 36, 'n_estimators': 2459, 'num_leaves': 255}",-0.0492187753388298,-0.12490493444471099,-0.08706185489177039,0.03784307955294059,51,-0.028285229521293104,-0.02969919966271154,-0.028992214592002324,0.0007069850707092182
0,200,0.2575443983078003,0.007990479469299316,0.004625558853149414,0.00010251998901367188,0.7468977981821954,0,0.9131988669057362,0.012089082081183134,0.22066825093288506,0.021171920233539622,37,42,7908,1023,"{'bagging_fraction': np.float64(0.7468977981821954), 'bagging_freq': 0, 'feature_fraction': np.float64(0.9131988669057362), 'lambda_l1': np.float64(0.012089082081183134), 'lambda_l2': np.float64(0.22066825093288506), 'learning_rate': np.float64(0.021171920233539622), 'max_depth': 37, 'min_data_in_leaf': 42, 'n_estimators': 7908, 'num_leaves': 1023}",-0.06337762046851791,-0.11380298548959242,-0.08859030297905517,0.02521268251053725,52,-0.016270179249843444,-0.01038874632348009,-0.013329462786661767,0.0029407164631816765
0,200,0.13309705257415771,0.00569307804107666,0.0031914710998535156,2.5510787963867188e-05,0.8005575058716043,2,0.7061753482887407,0.09799098521619944,0.41722132040021087,0.022233911067827617,26,36,5055,255,"{'bagging_fraction': np.float64(0.8005575058716043), 'bagging_freq': 2, 'feature_fraction': np.float64(0.7061753482887407), 'lambda_l1': np.float64(0.09799098521619944), 'lambda_l2': np.float64(0.41722132040021087), 'learning_rate': np.float64(0.022233911067827617), 'max_depth': 26, 'min_data_in_leaf': 36, 'n_estimators': 5055, 'num_leaves': 255}",-0.062486636210220034,-0.11565757491024943,-0.08907210556023473,0.026585469350014698,53,-0.013564018599623221,-0.009336116296342421,-0.011450067447982822,0.0021139511516404
0,200,0.1650390625,0.004281044006347656,0.004184603691101074,0.00026047229766845703,0.9648488261712865,4,0.7886901057513142,0.011549425983027061,0.22926728524145512,0.02284404372168336,25,33,5950,255,"{'bagging_fraction': np.float64(0.9648488261712865), 'bagging_freq': 4, 'feature_fraction': np.float64(0.7886901057513142), 'lambda_l1': np.float64(0.011549425983027061), 'lambda_l2': np.float64(0.22926728524145512), 'learning_rate': np.float64(0.02284404372168336), 'max_depth': 25, 'min_data_in_leaf': 33, 'n_estimators': 5950, 'num_leaves': 255}",-0.04586815459147707,-0.1342609975423878,-0.09006457606693244,0.04419642147545536,54,-0.006358212439689514,-0.00532287685746189,-0.005840544648575702,0.0005176677911138119
0,200,0.3361164331436157,0.021649479866027832,0.005001544952392578,4.3392181396484375e-05,0.9697494707820946,5,0.9779976597381381,0.0737271995856421,0.1642703844029177,0.05804439744053994,62,43,8392,2047,"{'bagging_fraction': np.float64(0.9697494707820946), 'bagging_freq': 5, 'feature_fraction': np.float64(0.9779976597381381), 'lambda_l1': np.float64(0.0737271995856421), 'lambda_l2': np.float64(0.1642703844029177), 'learning_rate': np.float64(0.05804439744053994), 'max_depth': 62, 'min_data_in_leaf': 43, 'n_estimators': 8392, 'num_leaves': 2047}",-0.07046959815089993,-0.11504778679548114,-0.09275869247319053,0.022289094322290606,55,-0.01315355546851108,-0.003601722287111368,-0.008377638877811225,0.004775916590699856
0,200,0.26348602771759033,0.02459895610809326,0.002867579460144043,1.4424324035644531e-05,0.5847463733430462,0,0.8184074400428416,0.08542131407263115,0.46600841740541593,0.00804161308495439,55,35,4514,4095,"{'bagging_fraction': np.float64(0.5847463733430462), 'bagging_freq': 0, 'feature_fraction': np.float64(0.8184074400428416), 'lambda_l1': np.float64(0.08542131407263115), 'lambda_l2': np.float64(0.46600841740541593), 'learning_rate': np.float64(0.00804161308495439), 'max_depth': 55, 'min_data_in_leaf': 35, 'n_estimators': 4514, 'num_leaves': 4095}",-0.04750390977558535,-0.14273882204592261,-0.09512136591075399,0.047617456135168636,56,-0.022730050392885538,-0.026719587898596537,-0.02472481914574104,0.0019947687528554994
0,200,0.025762081146240234,0.008044004440307617,0.0005218982696533203,5.507469177246094e-05,0.7019180855290204,5,0.9915346248162882,0.09724472949421113,0.12689114791268208,0.05072485058923855,54,40,4196,63,"{'bagging_fraction': np.float64(0.7019180855290204), 'bagging_freq': 5, 'feature_fraction': np.float64(0.9915346248162882), 'lambda_l1': np.float64(0.09724472949421113), 'lambda_l2': np.float64(0.12689114791268208), 'learning_rate': np.float64(0.05072485058923855), 'max_depth': 54, 'min_data_in_leaf': 40, 'n_estimators': 4196, 'num_leaves': 63}",-0.05193930468543391,-0.14017013353949756,-0.09605471911246574,0.044115414427031825,57,-0.049999971329827614,-0.044411425951197646,-0.04720569864051263,0.002794272689314984
0,200,0.3091280460357666,0.008987903594970703,0.005138993263244629,3.516674041748047e-05,0.8572979613500311,4,0.7839801690837828,0.09648652806631941,0.36994845834788426,0.056435405251140075,27,32,8630,1023,"{'bagging_fraction': np.float64(0.8572979613500311), 'bagging_freq': 4, 'feature_fraction': np.float64(0.7839801690837828), 'lambda_l1': np.float64(0.09648652806631941), 'lambda_l2': np.float64(0.36994845834788426), 'learning_rate': np.float64(0.056435405251140075), 'max_depth': 27, 'min_data_in_leaf': 32, 'n_estimators': 8630, 'num_leaves': 1023}",-0.0795977713725238,-0.11427056661580251,-0.09693416899416316,0.017336397621639354,58,-0.0013526884435261176,-0.0007404475203831197,-0.0010465679819546187,0.00030612046157149896
0,200,0.060262084007263184,0.004585146903991699,0.0012894868850708008,2.1576881408691406e-05,0.7860020996045916,0,0.7130811315263301,0.10045505107973411,0.23597225699547147,0.028956034179675863,11,38,1560,2047,"{'bagging_fraction': np.float64(0.7860020996045916), 'bagging_freq': 0, 'feature_fraction': np.float64(0.7130811315263301), 'lambda_l1': np.float64(0.10045505107973411), 'lambda_l2': np.float64(0.23597225699547147), 'learning_rate': np.float64(0.028956034179675863), 'max_depth': 11, 'min_data_in_leaf': 38, 'n_estimators': 1560, 'num_leaves': 2047}",-0.0498466197828811,-0.1457746567091506,-0.09781063824601585,0.04796401846313475,59,-0.024554223837134882,-0.0246896096192641,-0.02462191672819949,6.769289106460866e-05
0,200,0.15682101249694824,0.004121065139770508,0.003876924514770508,5.698204040527344e-05,0.9934434683002586,0,0.7596147044602517,0.00155221171236024,0.4087307142274171,0.07168573438476171,40,38,6392,255,"{'bagging_fraction': np.float64(0.9934434683002586), 'bagging_freq': 0, 'feature_fraction': np.float64(0.7596147044602517), 'lambda_l1': np.float64(0.00155221171236024), 'lambda_l2': np.float64(0.4087307142274171), 'learning_rate': np.float64(0.07168573438476171), 'max_depth': 40, 'min_data_in_leaf': 38, 'n_estimators': 6392, 'num_leaves': 255}",-0.06947953032612439,-0.1372192746660254,-0.1033494024960749,0.03386987216995051,60,-0.0051690624592559955,-0.001735408725752654,-0.003452235592504325,0.0017168268667516707
0,200,0.20489764213562012,0.0020864009857177734,0.004768967628479004,1.2993812561035156e-05,0.7367358853902828,0,0.8394021438818834,0.06597736826427635,0.025029462098516864,0.0959145731591386,41,37,7890,255,"{'bagging_fraction': np.float64(0.7367358853902828), 'bagging_freq': 0, 'feature_fraction': np.float64(0.8394021438818834), 'lambda_l1': np.float64(0.06597736826427635), 'lambda_l2': np.float64(0.025029462098516864), 'learning_rate': np.float64(0.0959145731591386), 'max_depth': 41, 'min_data_in_leaf': 37, 'n_estimators': 7890, 'num_leaves': 255}",-0.07770750367971459,-0.14266609733026817,-0.11018680050499138,0.03247929682527679,61,-0.003429657410099913,-0.0016143863731677196,-0.0025220218916338164,0.0009076355184660966
0,200,0.10550093650817871,0.0003561973571777344,0.0030515193939208984,9.298324584960938e-06,0.9492770942635396,3,0.8742059864309364,0.03822827665617431,0.4710667212288892,0.09836638367553174,23,49,4933,255,"{'bagging_fraction': np.float64(0.9492770942635396), 'bagging_freq': 3, 'feature_fraction': np.float64(0.8742059864309364), 'lambda_l1': np.float64(0.03822827665617431), 'lambda_l2': np.float64(0.4710667212288892), 'learning_rate': np.float64(0.09836638367553174), 'max_depth': 23, 'min_data_in_leaf': 49, 'n_estimators': 4933, 'num_leaves': 255}",-0.07291823899198813,-0.16530800736118625,-0.11911312317658719,0.046194884184599064,62,-0.03681012337931472,-0.02668780112711024,-0.03174896225321248,0.0050611611261022395
0,200,0.18270325660705566,0.0013360977172851562,0.004517912864685059,7.033348083496094e-06,0.9910841716647179,3,0.8588951735068019,0.02518522909004517,0.04755138390294961,0.09072157579533269,42,35,7658,63,"{'bagging_fraction': np.float64(0.9910841716647179), 'bagging_freq': 3, 'feature_fraction': np.float64(0.8588951735068019), 'lambda_l1': np.float64(0.02518522909004517), 'lambda_l2': np.float64(0.04755138390294961), 'learning_rate': np.float64(0.09072157579533269), 'max_depth': 42, 'min_data_in_leaf': 35, 'n_estimators': 7658, 'num_leaves': 63}",-0.08064536269282221,-0.16552271814662023,-0.12308404041972122,0.04243867772689901,63,-0.0019716580406182256,-0.0007962175088321097,-0.0013839377747251677,0.000587720265893058
0,200,0.038100600242614746,0.00041854381561279297,0.0003695487976074219,1.5497207641601562e-05,0.6482550718238993,1,0.9430340184037542,0.08770723185801038,0.45762027627823565,0.05213423988609378,62,39,5280,1023,"{'bagging_fraction': np.float64(0.6482550718238993), 'bagging_freq': 1, 'feature_fraction': np.float64(0.9430340184037542), 'lambda_l1': np.float64(0.08770723185801038), 'lambda_l2': np.float64(0.45762027627823565), 'learning_rate': np.float64(0.05213423988609378), 'max_depth': 62, 'min_data_in_leaf': 39, 'n_estimators': 5280, 'num_leaves': 1023}",-0.08028850568560458,-0.19723235031042388,-0.13876042799801425,0.05847192231240965,64,-0.11955052068378674,-0.0650049753382806,-0.09227774801103367,0.02727277267275307
0,200,0.009194493293762207,1.2278556823730469e-05,0.0003135204315185547,8.58306884765625e-06,0.7611216300274022,4,0.7814628747459225,0.09752518303907698,0.22963258080686427,0.08520230750119814,37,55,4642,511,"{'bagging_fraction': np.float64(0.7611216300274022), 'bagging_freq': 4, 'feature_fraction': np.float64(0.7814628747459225), 'lambda_l1': np.float64(0.09752518303907698), 'lambda_l2': np.float64(0.22963258080686427), 'learning_rate': np.float64(0.08520230750119814), 'max_depth': 37, 'min_data_in_leaf': 55, 'n_estimators': 4642, 'num_leaves': 511}",-0.11219472573884545,-0.21795344378911033,-0.1650740847639779,0.05287935902513244,65,-0.17991018411007112,-0.07415146653085049,-0.1270308253204608,0.052879358789610316
0,200,0.00429844856262207,6.437301635742188e-05,0.0003113746643066406,7.62939453125e-06,0.9805952819119571,1,0.7620053079630236,0.028396112732113378,0.10829455985418707,0.03872590832279759,56,53,2582,63,"{'bagging_fraction': np.float64(0.9805952819119571), 'bagging_freq': 1, 'feature_fraction': np.float64(0.7620053079630236), 'lambda_l1': np.float64(0.028396112732113378), 'lambda_l2': np.float64(0.10829455985418707), 'learning_rate': np.float64(0.03872590832279759), 'max_depth': 56, 'min_data_in_leaf': 53, 'n_estimators': 2582, 'num_leaves': 63}",-0.11219472573884545,-0.21795344378911033,-0.1650740847639779,0.05287935902513244,65,-0.17991018411007112,-0.07415146653085049,-0.1270308253204608,0.052879358789610316
0,200,0.01702439785003662,9.143352508544922e-05,0.00030994415283203125,2.1457672119140625e-06,0.8129299578571182,1,0.8503119651745777,0.054937744840006256,0.34298188469907054,0.06258511643899138,21,58,9587,511,"{'bagging_fraction': np.float64(0.8129299578571182), 'bagging_freq': 1, 'feature_fraction': np.float64(0.8503119651745777), 'lambda_l1': np.float64(0.054937744840006256), 'lambda_l2': np.float64(0.34298188469907054), 'learning_rate': np.float64(0.06258511643899138), 'max_depth': 21, 'min_data_in_leaf': 58, 'n_estimators': 9587, 'num_leaves': 511}",-0.11219472573884545,-0.21795344378911033,-0.1650740847639779,0.05287935902513244,65,-0.17991018411007112,-0.07415146653085049,-0.1270308253204608,0.052879358789610316
0,200,0.012777924537658691,0.0001119375228881836,0.0003026723861694336,2.5033950805664062e-06,0.8459475988463466,4,0.7672807928381679,0.07221792213475359,0.11962454374840004,0.03353996981592677,25,59,6515,511,"{'bagging_fraction': np.float64(0.8459475988463466), 'bagging_freq': 4, 'feature_fraction': np.float64(0.7672807928381679), 'lambda_l1': np.float64(0.07221792213475359), 'lambda_l2': np.float64(0.11962454374840004), 'learning_rate': np.float64(0.03353996981592677), 'max_depth': 25, 'min_data_in_leaf': 59, 'n_estimators': 6515, 'num_leaves': 511}",-0.11219472573884545,-0.21795344378911033,-0.1650740847639779,0.05287935902513244,65,-0.17991018411007112,-0.07415146653085049,-0.1270308253204608,0.052879358789610316
