Date,Open,High,Low,Close,Volume
1744896600,30.72,30.72,30.72,30.72,0
1744896605,30.72,30.72,30.72,30.72,0
1744896610,30.72,30.72,30.72,30.72,0
1744896615,30.72,30.72,30.72,30.72,0
1744896620,30.72,30.72,30.72,30.72,0
1744896625,30.72,30.72,30.72,30.72,0
1744896630,30.72,30.72,30.72,30.72,0
1744896635,30.72,30.72,30.72,30.72,0
1744896640,30.72,30.72,30.72,30.72,0
1744896645,30.72,30.72,30.72,30.72,0
1744896650,30.72,30.72,30.72,30.72,0
1744896655,30.72,30.72,30.72,30.72,0
1744896660,30.96,30.96,30.96,30.96,0
1744896665,30.96,30.96,30.96,30.96,0
1744896670,30.96,30.96,30.96,30.96,0
1744896675,30.99,30.99,30.99,30.99,0
1744896680,30.99,30.99,30.99,30.99,0
1744896685,30.99,30.99,30.99,30.99,0
1744896690,31.12,31.12,31.12,31.12,0
1744896695,31.12,31.12,31.12,31.12,0
1744896700,31.12,31.12,31.12,31.12,0
1744896705,31.09,31.09,31.09,31.09,0
1744896710,31.09,31.09,31.09,31.09,0
1744896715,31.09,31.09,31.09,31.09,0
1744896720,31.09,31.09,31.09,31.09,0
1744896725,31.09,31.09,31.09,31.09,0
1744896730,31.09,31.09,31.09,31.09,0
1744896735,31.14,31.14,31.14,31.14,0
1744896740,31.14,31.14,31.14,31.14,0
1744896745,31.14,31.14,31.14,31.14,0
1744896750,31.06,31.06,31.06,31.06,0
1744896755,31.06,31.06,31.06,31.06,0
1744896760,31.06,31.06,31.06,31.06,0
1744896765,31.17,31.17,31.17,31.17,0
1744896770,31.17,31.17,31.17,31.17,0
1744896775,31.17,31.17,31.17,31.17,0
1744896780,31.19,31.19,31.19,31.19,0
1744896785,31.19,31.19,31.19,31.19,0
1744896790,31.19,31.19,31.19,31.19,0
1744896795,31.26,31.26,31.26,31.26,0
1744896800,31.26,31.26,31.26,31.26,0
1744896805,31.26,31.26,31.26,31.26,0
1744896810,31.28,31.28,31.28,31.28,0
1744896815,31.28,31.28,31.28,31.28,0
1744896820,31.28,31.28,31.28,31.28,0
1744896825,31.26,31.26,31.26,31.26,0
1744896830,31.26,31.26,31.26,31.26,0
1744896835,31.26,31.26,31.26,31.26,0
1744896840,31.09,31.09,31.09,31.09,0
1744896845,31.09,31.09,31.09,31.09,0
1744896850,31.09,31.09,31.09,31.09,0
1744896855,31.15,31.15,31.15,31.15,0
1744896860,31.15,31.15,31.15,31.15,0
1744896865,31.15,31.15,31.15,31.15,0
1744896870,31.09,31.09,31.09,31.09,0
1744896875,31.09,31.09,31.09,31.09,0
1744896880,31.09,31.09,31.09,31.09,0
1744896885,31.21,31.21,31.21,31.21,0
1744896890,31.21,31.21,31.21,31.21,0
1744896895,31.21,31.21,31.21,31.21,0
1744896900,31.25,31.25,31.25,31.25,0
1744896905,31.25,31.25,31.25,31.25,0
1744896910,31.25,31.25,31.25,31.25,0
1744896915,31.32,31.32,31.32,31.32,0
1744896920,31.32,31.32,31.32,31.32,0
1744896925,31.32,31.32,31.32,31.32,0
1744896930,31.4,31.4,31.4,31.4,0
1744896935,31.4,31.4,31.4,31.4,0
1744896940,31.4,31.4,31.4,31.4,0
1744896945,31.5,31.5,31.5,31.5,0
1744896950,31.5,31.5,31.5,31.5,0
1744896955,31.5,31.5,31.5,31.5,0
1744896960,31.27,31.27,31.27,31.27,0
1744896965,31.27,31.27,31.27,31.27,0
1744896970,31.27,31.27,31.27,31.27,0
1744896975,31.22,31.22,31.22,31.22,0
1744896980,31.22,31.22,31.22,31.22,0
1744896985,31.22,31.22,31.22,31.22,0
1744896990,31.21,31.21,31.21,31.21,0
1744896995,31.21,31.21,31.21,31.21,0
1744897000,31.21,31.21,31.21,31.21,0
1744897005,31.39,31.39,31.39,31.39,0
1744897010,31.39,31.39,31.39,31.39,0
1744897015,31.39,31.39,31.39,31.39,0
1744897020,31.34,31.34,31.34,31.34,0
1744897025,31.34,31.34,31.34,31.34,0
1744897030,31.34,31.34,31.34,31.34,0
1744897035,31.37,31.37,31.37,31.37,0
1744897040,31.37,31.37,31.37,31.37,0
1744897045,31.37,31.37,31.37,31.37,0
1744897050,31.38,31.38,31.38,31.38,0
1744897055,31.38,31.38,31.38,31.38,0
1744897060,31.38,31.38,31.38,31.38,0
1744897065,31.44,31.44,31.44,31.44,0
1744897070,31.44,31.44,31.44,31.44,0
1744897075,31.44,31.44,31.44,31.44,0
1744897080,31.31,31.31,31.31,31.31,0
1744897085,31.31,31.31,31.31,31.31,0
1744897090,31.31,31.31,31.31,31.31,0
1744897095,31.42,31.42,31.42,31.42,0
1744897100,31.42,31.42,31.42,31.42,0
1744897105,31.42,31.42,31.42,31.42,0
1744897110,31.37,31.37,31.37,31.37,0
1744897115,31.37,31.37,31.37,31.37,0
1744897120,31.37,31.37,31.37,31.37,0
1744897125,31.43,31.43,31.43,31.43,0
1744897130,31.43,31.43,31.43,31.43,0
1744897135,31.43,31.43,31.43,31.43,0
1744897140,31.49,31.49,31.49,31.49,0
1744897145,31.49,31.49,31.49,31.49,0
1744897150,31.49,31.49,31.49,31.49,0
1744897155,31.54,31.54,31.54,31.54,0
1744897160,31.54,31.54,31.54,31.54,0
1744897165,31.54,31.54,31.54,31.54,0
1744897170,31.55,31.55,31.55,31.55,0
1744897175,31.55,31.55,31.55,31.55,0
1744897180,31.55,31.55,31.55,31.55,0
1744897185,31.55,31.55,31.55,31.55,0
1744897190,31.55,31.55,31.55,31.55,0
1744897195,31.55,31.55,31.55,31.55,0
1744897200,31.47,31.47,31.47,31.47,0
1744897205,31.47,31.47,31.47,31.47,0
1744897210,31.47,31.47,31.47,31.47,0
1744897215,31.48,31.48,31.48,31.48,0
1744897220,31.48,31.48,31.48,31.48,0
1744897225,31.48,31.48,31.48,31.48,0
1744897230,31.44,31.44,31.44,31.44,0
1744897235,31.44,31.44,31.44,31.44,0
1744897240,31.44,31.44,31.44,31.44,0
1744897245,31.44,31.44,31.44,31.44,0
1744897250,31.44,31.44,31.44,31.44,0
1744897255,31.44,31.44,31.44,31.44,0
1744897260,31.43,31.43,31.43,31.43,0
1744897265,31.43,31.43,31.43,31.43,0
1744897270,31.43,31.43,31.43,31.43,0
1744897275,31.33,31.33,31.33,31.33,0
1744897280,31.33,31.33,31.33,31.33,0
1744897285,31.33,31.33,31.33,31.33,0
1744897290,31.19,31.19,31.19,31.19,0
1744897295,31.19,31.19,31.19,31.19,0
1744897300,31.19,31.19,31.19,31.19,0
1744897305,31.23,31.23,31.23,31.23,0
1744897310,31.23,31.23,31.23,31.23,0
1744897315,31.23,31.23,31.23,31.23,0
1744897320,31.13,31.13,31.13,31.13,0
1744897325,31.13,31.13,31.13,31.13,0
1744897330,31.13,31.13,31.13,31.13,0
1744897335,31.2,31.2,31.2,31.2,0
1744897340,31.2,31.2,31.2,31.2,0
1744897345,31.2,31.2,31.2,31.2,0
1744897350,31.23,31.23,31.23,31.23,0
1744897355,31.23,31.23,31.23,31.23,0
1744897360,31.23,31.23,31.23,31.23,0
1744897365,31.23,31.23,31.23,31.23,0
1744897370,31.23,31.23,31.23,31.23,0
1744897375,31.23,31.23,31.23,31.23,0
1744897380,31.22,31.22,31.22,31.22,0
1744897385,31.22,31.22,31.22,31.22,0
1744897390,31.22,31.22,31.22,31.22,0
1744897395,31.16,31.16,31.16,31.16,0
1744897400,31.16,31.16,31.16,31.16,0
1744897405,31.16,31.16,31.16,31.16,0
1744897410,31.08,31.08,31.08,31.08,0
1744897415,31.08,31.08,31.08,31.08,0
1744897420,31.08,31.08,31.08,31.08,0
1744897425,31.12,31.12,31.12,31.12,0
1744897430,31.12,31.12,31.12,31.12,0
1744897435,31.12,31.12,31.12,31.12,0
1744897440,31.28,31.28,31.28,31.28,0
1744897445,31.28,31.28,31.28,31.28,0
