Date,Open,High,Low,Close,Volume
1749506400,18.38,18.44,18.38,18.38,8
1749506405,18.34,18.34,18.34,18.34,5
1749506410,18.34,18.34,18.34,18.34,0
1749506415,18.34,18.34,18.34,18.34,0
1749506420,18.34,18.34,18.34,18.34,0
1749506425,18.34,18.34,18.34,18.34,0
1749506430,18.34,18.34,18.34,18.34,0
1749506435,18.34,18.34,18.34,18.34,0
1749506440,18.34,18.34,18.34,18.34,0
1749506445,18.34,18.34,18.34,18.34,0
1749506450,18.34,18.34,18.34,18.34,0
1749506455,18.34,18.34,18.34,18.34,0
1749506460,18.34,18.34,18.34,18.34,0
1749506465,18.34,18.34,18.34,18.34,0
1749506470,18.34,18.34,18.34,18.34,0
1749506475,18.34,18.34,18.34,18.34,0
1749506480,18.34,18.34,18.34,18.34,0
1749506485,18.34,18.34,18.34,18.34,0
1749506490,18.34,18.34,18.34,18.34,0
1749506495,18.34,18.34,18.34,18.34,0
1749506500,18.34,18.34,18.34,18.34,0
1749506505,18.34,18.34,18.34,18.34,0
1749506510,18.34,18.34,18.34,18.34,0
1749506515,18.34,18.34,18.34,18.34,0
1749506520,18.34,18.34,18.34,18.34,0
1749506525,18.34,18.34,18.34,18.34,0
1749506530,18.34,18.34,18.34,18.34,0
1749506535,18.31,18.31,18.31,18.31,1
1749506540,18.31,18.31,18.31,18.31,0
1749506545,18.31,18.31,18.31,18.31,0
1749506550,18.31,18.31,18.31,18.31,0
1749506555,18.31,18.31,18.31,18.31,0
1749506560,18.31,18.31,18.31,18.31,0
1749506565,18.31,18.31,18.31,18.31,0
1749506570,18.31,18.31,18.31,18.31,0
1749506575,18.31,18.31,18.31,18.31,0
1749506580,18.31,18.31,18.31,18.31,0
1749506585,18.31,18.31,18.31,18.31,0
1749506590,18.31,18.31,18.31,18.31,0
1749506595,18.31,18.31,18.31,18.31,0
1749506600,18.31,18.31,18.31,18.31,0
1749506605,18.31,18.31,18.31,18.31,0
1749506610,18.31,18.31,18.31,18.31,0
1749506615,18.31,18.31,18.31,18.31,0
1749506620,18.31,18.31,18.31,18.31,0
1749506625,18.31,18.31,18.31,18.31,0
1749506630,18.31,18.31,18.31,18.31,0
1749506635,18.31,18.31,18.31,18.31,0
1749506640,18.31,18.31,18.31,18.31,0
1749506645,18.31,18.31,18.31,18.31,0
1749506650,18.31,18.31,18.31,18.31,0
1749506655,18.31,18.31,18.31,18.31,0
1749506660,18.31,18.31,18.31,18.31,0
1749506665,18.31,18.31,18.31,18.31,0
1749506670,18.31,18.31,18.31,18.31,0
1749506675,18.31,18.31,18.31,18.31,0
1749506680,18.31,18.31,18.31,18.31,0
1749506685,18.31,18.31,18.31,18.31,0
1749506690,18.31,18.31,18.31,18.31,0
1749506695,18.31,18.31,18.31,18.31,0
1749506700,18.31,18.31,18.31,18.31,0
1749506705,18.31,18.31,18.31,18.31,0
1749506710,18.31,18.31,18.31,18.31,0
1749506715,18.31,18.31,18.31,18.31,0
1749506720,18.31,18.31,18.31,18.31,0
1749506725,18.31,18.31,18.31,18.31,0
1749506730,18.31,18.31,18.31,18.31,0
1749506735,18.31,18.31,18.31,18.31,0
1749506740,18.31,18.31,18.31,18.31,0
1749506745,18.31,18.31,18.31,18.31,0
1749506750,18.31,18.31,18.31,18.31,0
1749506755,18.31,18.31,18.31,18.31,0
1749506760,18.31,18.31,18.31,18.31,0
1749506765,18.31,18.31,18.31,18.31,0
1749506770,18.31,18.31,18.31,18.31,0
1749506775,18.31,18.31,18.31,18.31,0
1749506780,18.31,18.31,18.31,18.31,0
1749506785,18.31,18.31,18.31,18.31,0
1749506790,18.31,18.31,18.31,18.31,0
1749506795,18.31,18.31,18.31,18.31,0
1749506800,18.31,18.31,18.31,18.31,0
1749506805,18.31,18.31,18.31,18.31,0
1749506810,18.31,18.31,18.31,18.31,0
1749506815,18.28,18.28,18.28,18.28,1
1749506820,18.28,18.28,18.28,18.28,0
1749506825,18.28,18.28,18.28,18.28,0
1749506830,18.28,18.28,18.28,18.28,0
1749506835,18.28,18.28,18.28,18.28,0
1749506840,18.28,18.28,18.28,18.28,0
1749506845,18.28,18.28,18.28,18.28,0
1749506850,18.28,18.28,18.28,18.28,0
1749506855,18.28,18.28,18.28,18.28,0
1749506860,18.28,18.28,18.28,18.28,0
1749506865,18.28,18.28,18.28,18.28,0
1749506870,18.28,18.28,18.28,18.28,0
1749506875,18.28,18.28,18.28,18.28,0
1749506880,18.28,18.28,18.28,18.28,0
1749506885,18.28,18.28,18.28,18.28,0
1749506890,18.28,18.28,18.28,18.28,0
1749506895,18.28,18.28,18.28,18.28,0
1749506900,18.35,18.35,18.35,18.35,2
1749506905,18.35,18.35,18.35,18.35,0
1749506910,18.35,18.35,18.35,18.35,0
1749506915,18.35,18.35,18.35,18.35,0
1749506920,18.35,18.35,18.35,18.35,0
1749506925,18.35,18.35,18.35,18.35,0
1749506930,18.35,18.35,18.35,18.35,0
1749506935,18.38,18.38,18.38,18.38,10
1749506940,18.38,18.38,18.38,18.38,0
1749506945,18.38,18.38,18.38,18.38,0
1749506950,18.38,18.38,18.38,18.38,0
1749506955,18.38,18.38,18.38,18.38,0
1749506960,18.38,18.38,18.38,18.38,0
1749506965,18.38,18.38,18.38,18.38,0
1749506970,18.38,18.38,18.38,18.38,0
1749506975,18.38,18.38,18.38,18.38,0
1749506980,18.38,18.38,18.38,18.38,0
1749506985,18.38,18.38,18.38,18.38,0
1749506990,18.38,18.38,18.38,18.38,0
1749506995,18.38,18.38,18.38,18.38,0
1749507000,18.38,18.38,18.38,18.38,0
1749507005,18.38,18.38,18.38,18.38,0
1749507010,18.38,18.38,18.38,18.38,0
1749507015,18.38,18.38,18.38,18.38,0
1749507020,18.38,18.38,18.38,18.38,0
1749507025,18.38,18.38,18.38,18.38,0
1749507030,18.38,18.38,18.38,18.38,0
1749507035,18.38,18.38,18.38,18.38,0
1749507040,18.38,18.38,18.38,18.38,0
1749507045,18.38,18.38,18.38,18.38,0
1749507050,18.38,18.38,18.38,18.38,0
1749507055,18.38,18.38,18.38,18.38,0
1749507060,18.38,18.38,18.38,18.38,0
1749507065,18.38,18.38,18.38,18.38,0
1749507070,18.38,18.38,18.38,18.38,0
1749507075,18.38,18.38,18.38,18.38,0
1749507080,18.38,18.38,18.38,18.38,0
1749507085,18.38,18.38,18.38,18.38,0
1749507090,18.38,18.38,18.38,18.38,0
1749507095,18.38,18.38,18.38,18.38,0
1749507100,18.38,18.38,18.38,18.38,0
1749507105,18.38,18.38,18.38,18.38,0
1749507110,18.38,18.38,18.38,18.38,0
1749507115,18.38,18.38,18.38,18.38,0
1749507120,18.38,18.38,18.38,18.38,0
1749507125,18.38,18.38,18.38,18.38,0
1749507130,18.38,18.38,18.38,18.38,0
1749507135,18.38,18.38,18.38,18.38,0
1749507140,18.38,18.38,18.38,18.38,0
1749507145,18.38,18.38,18.38,18.38,0
1749507150,18.38,18.38,18.38,18.38,0
1749507155,18.38,18.38,18.38,18.38,0
1749507160,18.38,18.38,18.38,18.38,0
1749507165,18.38,18.38,18.38,18.38,0
1749507170,18.38,18.38,18.38,18.38,0
1749507175,18.38,18.38,18.38,18.38,0
1749507180,18.38,18.38,18.38,18.38,0
