Date,Open,High,Low,Close,Volume
1758020485,308.49,308.49,308.49,308.49,2
1758020490,308.49,308.49,308.49,308.49,0
1758020495,308.49,308.49,308.49,308.49,0
1758020500,308.49,308.49,308.49,308.49,0
1758020505,308.49,308.49,308.49,308.49,0
1758020510,308.49,308.49,308.49,308.49,0
1758020515,308.49,308.49,308.49,308.49,0
1758020520,308.49,308.49,308.49,308.49,0
1758020525,308.49,308.49,308.49,308.49,0
1758020530,308.49,308.49,308.49,308.49,0
1758020535,308.49,308.49,308.49,308.49,0
1758020540,308.49,308.49,308.49,308.49,0
1758020545,308.49,308.49,308.49,308.49,0
1758020550,308.49,308.49,308.49,308.49,0
1758020555,308.49,308.49,308.49,308.49,0
1758020560,308.49,308.49,308.49,308.49,0
1758020565,308.49,308.49,308.49,308.49,0
1758020570,308.49,308.49,308.49,308.49,0
1758020575,308.49,308.49,308.49,308.49,0
1758020580,308.49,308.49,308.49,308.49,0
1758020585,308.49,308.49,308.49,308.49,0
1758020590,308.49,308.49,308.49,308.49,0
1758020595,308.49,308.49,308.49,308.49,0
1758020600,308.49,308.49,308.49,308.49,0
1758020605,308.49,308.49,308.49,308.49,0
1758020610,308.49,308.49,308.49,308.49,0
1758020615,308.49,308.49,308.49,308.49,0
1758020620,308.49,308.49,308.49,308.49,0
1758020625,308.49,308.49,308.49,308.49,0
1758020630,308.49,308.49,308.49,308.49,0
1758020635,308.49,308.49,308.49,308.49,0
1758020640,308.49,308.49,308.49,308.49,0
1758020645,308.49,308.49,308.49,308.49,0
1758020650,308.49,308.49,308.49,308.49,0
1758020655,308.49,308.49,308.49,308.49,0
1758020660,308.49,308.49,308.49,308.49,0
1758020665,308.49,308.49,308.49,308.49,0
1758020670,308.49,308.49,308.49,308.49,0
1758020675,308.49,308.49,308.49,308.49,0
1758020680,308.49,308.49,308.49,308.49,0
1758020685,308.49,308.49,308.49,308.49,0
1758020690,308.49,308.49,308.49,308.49,0
1758020695,308.49,308.49,308.49,308.49,0
1758020700,308.49,308.49,308.49,308.49,0
1758020705,308.49,308.49,308.49,308.49,0
1758020710,308.49,308.49,308.49,308.49,0
1758020715,308.49,308.49,308.49,308.49,0
1758020720,308.49,308.49,308.49,308.49,0
1758020725,308.49,308.49,308.49,308.49,0
1758020730,308.49,308.49,308.49,308.49,0
1758020735,308.49,308.49,308.49,308.49,0
1758020740,308.49,308.49,308.49,308.49,0
1758020745,308.49,308.49,308.49,308.49,0
1758020750,308.49,308.49,308.49,308.49,0
1758020755,308.49,308.49,308.49,308.49,0
1758020760,308.49,308.49,308.49,308.49,0
1758020765,308.49,308.49,308.49,308.49,0
1758020770,308.49,308.49,308.49,308.49,0
1758020775,308.49,308.49,308.49,308.49,0
1758020780,308.49,308.49,308.49,308.49,0
1758020785,308.49,308.49,308.49,308.49,0
1758020790,308.49,308.49,308.49,308.49,0
1758020795,308.49,308.49,308.49,308.49,0
1758020800,308.49,308.49,308.49,308.49,0
1758020805,308.49,308.49,308.49,308.49,0
1758020810,308.5,308.5,308.5,308.5,2
1758020815,308.5,308.5,308.5,308.5,0
1758020820,308.5,308.5,308.5,308.5,0
1758020825,308.5,308.5,308.5,308.5,0
1758020830,308.5,308.5,308.5,308.5,0
1758020835,308.5,308.5,308.5,308.5,0
1758020840,308.5,308.5,308.5,308.5,0
1758020845,308.5,308.5,308.5,308.5,0
1758020850,308.5,308.5,308.5,308.5,0
1758020855,308.5,308.5,308.5,308.5,0
1758020860,308.5,308.5,308.5,308.5,0
1758020865,308.5,308.5,308.5,308.5,0
1758020870,308.5,308.5,308.5,308.5,0
1758020875,308.5,308.5,308.5,308.5,0
1758020880,308.5,308.5,308.5,308.5,0
1758020885,308.5,308.5,308.5,308.5,0
1758020890,308.5,308.5,308.5,308.5,0
1758020895,308.5,308.5,308.5,308.5,0
1758020900,308.5,308.5,308.5,308.5,0
1758020905,308.5,308.5,308.5,308.5,0
1758020910,308.5,308.5,308.5,308.5,0
1758020915,308.5,308.5,308.5,308.5,0
