====================================================================================================
RL TRAINING LOG
====================================================================================================

Training Period: Episodes 0 to 401
Total Episodes: 402

EPISODE-BY-EPISODE P&L TRENDS
----------------------------------------------------------------------------------------------------
Episode    P&L             Reward          Loss            Steps     
103        $-1325.00       654.31          1666.843706     1094      
104        $-1449.50       532.45          1042.267875     1191      
105        $-1803.00       176.29          127.740391      1254      
106        $-1658.50       318.13          387.892910      1137      
107        $-1728.50       247.43          196.337282      1432      
108        $-1114.50       865.59          3431.760041     896       
109        $-2003.50       -22.82          2.940671        1092      
110        $-2134.00       -155.15         79.120594       1028      
111        $-1346.00       636.66          1643.707799     1109      
112        $-1661.00       317.39          542.093649      876       
113        $-2003.75       -24.18          0.362960        953       
114        $-1461.50       518.01          1240.630640     950       
115        $-2000.75       -21.81          0.057326        917       
116        $-3315.00       -1333.23        7189.334030     1032      
117        $-2061.25       -78.98          11.690725       924       
118        $-1934.00       44.42           17.043014       972       
119        $-1820.25       158.74          147.774308      937       
120        $-2001.75       -22.30          10.632069       1058      
121        $-2002.25       -22.42          4.894876        1216      
122        $-2700.75       -721.54         2319.188205     918       
123        $-1740.50       239.35          290.111042      897       
124        $-2005.50       -22.29          1.038987        984       
125        $-2000.50       -22.05          0.597570        970       
126        $-2000.50       -21.96          0.051500        959       
127        $-1821.50       156.95          147.693043      925       
128        $-1716.75       259.66          306.397143      1012      
129        $-2004.75       -22.04          0.086430        964       
130        $-1821.75       158.40          128.473451      1039      
131        $-3319.75       -1339.54        10486.420140    965       
132        $-2181.75       -202.60         166.816295      968       
133        $-2002.00       -21.85          -0.037573       954       
134        $-2336.75       -354.45         449.712584      1072      
135        $-2002.50       -22.88          1.088391        1357      
136        $-1527.25       450.53          784.831179      1169      
137        $-2300.50       -318.58         369.269265      980       
138        $-2002.50       -23.08          1.893614        1416      
139        $-2269.50       -289.46         272.348635      1078      
140        $-1396.75       582.08          1295.697702     1165      
141        $-2003.50       -22.41          0.187821        1110      
142        $-2033.75       -53.84          3.864950        1087      
143        $-2612.75       -632.78         953.960036      1644      
144        $-1660.75       317.49          396.770887      1248      
145        $-1987.50       -24.24          0.047446        1577      
146        $-2000.50       -22.87          0.050192        1377      
147        $-2002.00       -23.62          -0.074994       1625      
148        $-2004.50       -22.09          -0.097101       1002      
149        $-2368.00       -387.28         354.000389      1500      
150        $-2002.00       -25.79          1.131741        2779      
151        $-2001.50       -22.19          0.182003        1036      
152        $-1909.75       68.88           38.812584       917       
153        $-1896.50       85.50           50.060967       975       
154        $-2000.25       -25.50          0.672560        3111      
155        $-1634.00       346.41          419.859878      1312      
156        $-1706.25       272.58          264.236885      1184      
157        $-2002.50       -22.05          0.370684        958       
158        $-816.00        1150.79         1210.828548     5000      
159        $-2002.00       -22.13          2.149604        1134      
160        $-2277.25       -297.05         177.839151      1715      
161        $-2591.25       -611.98         634.820937      2058      
162        $-2278.00       -298.60         242.599408      1232      
163        $-2001.50       -22.49          0.141014        1282      
164        $-2225.50       -244.83         207.303506      1114      
165        $-2179.50       -200.55         130.229011      1011      
166        $-2682.25       -703.45         967.127114      1967      
167        $-2001.75       -23.53          2.659093        1672      
168        $-1604.00       375.93          672.188015      1012      
169        $-2452.50       -471.64         971.659767      894       
170        $-2000.25       -15.92          1.466900        1504      
171        $-2000.75       -23.37          1.172646        1932      
172        $-2231.50       -252.05         203.655237      1007      
173        $-2208.50       -229.43         165.551432      1015      
174        $-770.50        1208.96         6266.648676     1052      
175        $-1677.00       303.48          405.626706      898       
176        $-2004.25       -22.15          1.020972        1009      
177        $-1652.50       326.02          481.121579      1077      
178        $-1848.75       130.61          71.950503       1258      
179        $-2160.75       -182.09         106.636750      966       
180        $-1854.50       124.83          89.905770       1073      
181        $-1611.00       368.47          692.446444      927       
182        $-1378.00       601.34          1648.446138     1000      
183        $-2420.25       -439.89         764.611486      1005      
184        $-2644.75       -662.25         1411.958545     1159      
185        $-2005.00       -22.19          3.580460        1038      
186        $-1785.25       193.89          177.159830      1095      
187        $-2569.75       -591.30         1428.534992     974       
188        $-1986.75       -7.87           1.983404        935       
189        $-1670.25       311.36          429.367243      961       
190        $-2455.75       -473.27         846.283614      1010      
191        $-2002.00       -22.00          0.283615        990       
192        $-2227.75       -247.91         200.722795      1009      
193        $-1899.75       82.16           35.731923       1156      
194        $-1467.75       510.44          957.497045      1110      
195        $-1395.50       583.67          1617.471826     944       
196        $-1291.00       688.48          2101.784390     1011      
197        $-2002.00       -22.76          2.713640        1202      
198        $-2001.50       -22.30          9.627490        1036      
199        $-2810.00       -826.82         3152.288991     875       
200        $-2000.25       -22.65          4.655280        1403      
201        $-2001.50       -22.41          0.235563        1168      
202        $-779.25        1198.11         3416.393639     1839      
203        $-837.00        1143.85         4664.309992     1155      
204        $-1681.25       297.80          404.349707      1048      
205        $-2002.00       -22.12          0.542445        959       
206        $-2148.25       -167.85         86.185710       960       
207        $-2002.25       -22.24          0.391642        1074      
208        $-2003.50       -22.28          0.297377        1074      
209        $-2343.25       -363.22         475.582429      984       
210        $-2002.25       -22.43          2.085421        1546      
211        $-2000.75       -22.30          0.871530        1079      
212        $-2204.50       -223.05         154.718632      986       
213        $-2140.50       -161.57         89.231468       970       
214        $-1853.25       124.74          66.178746       1244      
215        $-2129.75       -150.11         73.260951       924       
216        $-1913.75       65.36           33.018703       991       
217        $-2512.25       -532.57         1077.604635     937       
218        $-1474.50       505.07          1029.371801     1054      
219        $-2002.25       -22.29          1.214276        1029      
220        $-2536.50       -555.54         1156.894612     999       
221        $-797.75        1183.47         6710.643179     929       
222        $-1719.00       261.68          372.246807      914       
223        $-2004.75       -22.20          0.074329        986       
224        $-1822.75       157.66          144.585003      907       
225        $-2001.75       -22.69          0.122569        1567      
226        $-2003.50       -21.96          2.929393        904       
227        $-2450.50       -472.36         880.013196      951       
228        $-2145.50       -165.51         81.003540       954       
229        $-1949.75       29.23           20.076697       1053      
230        $-2003.00       -21.93          1.304192        922       
231        $-1523.00       455.92          1005.020785     985       
232        $-3364.75       -1386.62        4242.623472     1950      
233        $-1640.75       337.43          538.126679      964       
234        $-1634.00       347.54          522.979092      1006      
235        $-1799.75       179.27          138.488969      1019      
236        $-2002.00       -23.55          0.694253        1402      
237        $-2003.00       -23.05          0.350137        1901      
238        $-3440.00       -1461.85        4590.258723     2105      
239        $-2000.75       -22.46          3.157800        1154      
240        $-2356.00       -375.35         539.122044      910       
241        $-2536.50       -558.28         1189.727625     1021      
242        $-777.25        1200.01         5071.076509     1211      
243        $-2003.25       -22.03          0.661718        988       
244        $-2003.25       -23.07          8.408014        1705      
245        $-582.50        1397.33         3907.143948     2031      
246        $-2216.75       -238.02         182.138578      982       
247        $-2000.75       -22.52          1.543990        1131      
248        $-2004.75       -22.19          0.499448        989       
249        $-1993.00       -13.50          1.122473        986       
250        $-1999.00       -19.24          0.302992        950       
251        $-2381.00       -404.06         333.059796      1717      
252        $-2619.50       -640.80         1286.700318     1175      
253        $-2001.00       -22.49          1.720960        1208      
254        $-1272.50       705.85          1123.949795     1824      
255        $-2723.00       -744.34         1646.700073     1385      
256        $-2051.50       -71.40          5.861445        992       
257        $-2382.25       -403.30         638.681075      976       
258        $-2657.00       -677.13         1532.890063     1200      
259        $-2000.75       -22.33          0.660442        1052      
260        $-2204.25       -225.19         149.688613      1064      
261        $-2000.25       -23.64          1.339225        1873      
262        $-3255.50       -1277.04        4836.004109     1375      
263        $-1511.25       459.99          648.580005      1705      
264        $-2000.25       -22.84          1.331004        1487      
265        $-1344.50       633.90          1147.350866     1632      
266        $-2004.00       -22.18          1.816482        1021      
267        $-3201.75       -1225.69        3446.849858     1784      
268        $-3342.25       -1365.09        3910.439150     1881      
269        $-1794.00       182.64          197.266115      1055      
270        $-3167.50       -1189.18        3684.345436     1467      
271        $-2000.75       -21.86          1.605004        909       
272        $-2034.25       -52.72          1.943696        1099      
273        $-2227.25       -247.28         199.240189      1009      
274        $-2134.25       -158.20         36.051900       1860      
275        $-2044.50       -64.47          5.192935        1048      
276        $-2001.75       -24.09          8.106227        1812      
277        $-2005.25       -20.59          12.959632       1719      
278        $-3491.50       -1512.53        5704.974824     1640      
279        $-2611.50       -633.43         1354.877013     1110      
280        $-1838.00       140.76          107.607973      1069      
281        $-2415.50       -435.85         620.238554      1092      
282        $-1647.75       330.98          522.181257      1017      
283        $-2219.75       -237.50         156.668283      1136      
284        $-2054.00       -71.56          5.522019        1141      
285        $-2003.75       -22.19          0.698985        941       
286        $-2379.75       -400.53         390.694114      1247      
287        $-3203.50       -1224.04        4075.952470     1449      
288        $-2005.25       -22.37          1.059665        1080      
289        $-1888.75       90.15           56.138991       1020      
290        $-2003.75       -22.46          -0.014123       1079      
291        $-1383.50       599.05          1481.087921     1134      
292        $-2001.50       -22.18          -0.003040       947       
293        $-2002.00       -22.64          -0.084863       1087      
294        $-2491.75       -515.35         598.333431      1692      
295        $-2006.00       -21.96          0.140747        944       
296        $-2002.75       -22.26          1.079932        1049      
297        $-2137.25       -158.54         67.762840       971       
298        $-2712.50       -1188.47        1103.563514     5000      
299        $-2000.50       -22.26          0.408640        1075      
300        $-2688.25       -710.17         1476.072369     1249      
301        $-3170.00       -1187.13        5422.433210     1020      
302        $-2375.50       -394.86         269.234425      2102      
303        $-2027.25       -47.81          1.780581        984       
304        $-1671.00       310.77          477.180407      967       
305        $-1751.50       230.30          277.307244      1000      
306        $-2001.50       -22.16          6.030719        1034      
307        $-2004.50       -22.18          -0.012525       1009      
308        $-1987.00       -6.36           1.285589        1110      
309        $-2239.50       -258.24         216.298223      1080      
310        $-2182.75       -205.41         76.679768       1721      
311        $-1690.50       289.50          456.028893      969       
312        $-839.25        1139.66         5654.025675     1019      
313        $-2672.75       -692.73         2217.424989     894       
314        $-1690.50       289.07          420.267182      969       
315        $-1359.75       618.58          1690.682894     965       
316        $-3312.75       -1333.30        7079.177751     1016      
317        $-1960.75       17.33           7.399045        1076      
318        $-2001.75       -22.17          2.275355        1030      
319        $-1377.00       602.29          1642.438400     1046      
320        $-2000.50       -22.02          -0.074140       1004      
321        $-1701.75       276.48          334.542979      1080      
322        $-2172.75       -192.34         96.043139       1194      
323        $-2583.00       -603.32         1466.311025     1100      
324        $-1700.75       278.77          310.545519      1037      
325        $-2001.75       -22.87          0.133015        1324      
326        $-2004.50       -22.48          0.759518        1097      
327        $-2934.50       -955.89         4213.568984     934       
328        $-1403.25       576.80          1235.094784     1203      
329        $-2363.00       -412.71         171.849268      3520      
330        $-2649.00       -668.95         916.614473      1881      
331        $-1845.00       133.41          100.353553      1000      
332        $-1668.50       309.64          493.392643      973       
333        $-820.00        1159.94         5732.376097     1045      
334        $-2382.25       -408.36         314.106581      1858      
335        $-2601.00       -622.43         1589.282081     898       
336        $-778.25        1204.48         6924.102320     929       
337        $-1442.00       538.58          1262.704628     906       
338        $-1290.75       690.10          1903.871434     963       
339        $-2107.50       -131.40         35.516778       1265      
340        $-1369.00       611.15          1784.640056     885       
341        $-2002.00       -21.91          0.160425        963       
342        $-1517.25       463.30          735.801360      1150      
343        $-1785.00       195.32          190.213484      1063      
344        $-2000.50       -22.22          0.813968        1011      
345        $-2173.50       -194.19         69.402709       1868      
346        $-2000.25       -31.00          2.326381        4763      
347        $-810.75        1166.51         3453.676804     1768      
348        $-2002.00       -22.17          0.298315        1018      
349        $-2508.25       -530.79         822.207132      1194      
350        $-2230.75       -251.21         124.165501      1735      
351        $-1750.75       229.30          250.049755      1080      
352        $-2206.75       -236.62         109.605630      1740      
353        $-2121.50       -143.24         53.152703       1106      
354        $-2001.00       -22.26          0.018679        1064      
355        $-2266.00       -285.34         199.509180      1174      
356        $977.75         1422.56         1692.807695     5000      
357        $-1890.75       86.70           42.484721       1246      
358        $-1562.50       418.76          553.637839      1372      
359        $-2129.75       -150.38         94.264410       1242      
360        $-2004.00       -25.46          5.075941        1430      
361        $-2538.25       -556.67         1134.518244     1020      
362        $-909.75        1064.35         1523.454557     3308      
363        $-2187.00       -207.14         120.667416      1140      
364        $-2001.50       -24.81          23.491422       2849      
365        $-1641.75       337.37          423.887048      1535      
366        $-1895.50       87.00           51.069028       984       
367        $-2002.50       -22.78          1.227884        1218      
368        $-825.25        1152.99         1957.643826     2993      
369        $-2640.50       -662.40         1238.128892     1324      
370        $-2049.75       -71.10          8.583326        994       
371        $-2126.25       -148.78         47.373891       1395      
372        $-788.50        1188.35         3698.956392     1653      
373        $-2047.50       -64.59          6.784393        976       
374        $-2158.50       -179.90         90.114984       1035      
375        $-1826.00       152.70          112.641302      1165      
376        $-2717.75       -737.73         2180.325678     989       
377        $-1693.75       284.74          368.348813      1062      
378        $-1697.25       285.46          408.629646      993       
379        $-1567.00       411.96          542.965321      1264      
380        $-2002.25       -22.13          9.619422        1191      
381        $-1400.50       577.48          1251.967789     1196      
382        $-1894.75       81.32           36.476877       1368      
383        $-2002.75       -21.90          1.840074        1168      
384        $-791.00        1181.90         1580.522207     3612      
385        $-2401.00       -422.42         634.398004      1261      
386        $-2558.50       -576.22         1243.843472     1073      
387        $-1370.00       609.43          1299.419776     1058      
388        $-2001.25       -21.99          27.909090       916       
389        $-2000.50       -22.13          -0.096671       1009      
390        $-1610.25       367.51          660.128901      927       
391        $-2702.75       -724.12         1383.994169     1475      
392        $-1761.25       220.78          230.972472      1080      
393        $-2173.25       -194.01         146.617929      1005      
394        $-1402.75       574.10          788.543321      1616      
395        $-2001.75       -22.69          4.569151        1316      
396        $-2162.00       -183.38         107.246806      1353      
397        $-2675.50       -697.99         1565.892008     1208      
398        $-2004.00       -22.14          0.140830        944       
399        $-2001.25       -22.35          0.104627        1110      
400        $-1981.50       -2.50           0.821962        1097      
401        $-1504.75       474.88          846.604205      1185      

====================================================================================================
SUMMARY STATISTICS
====================================================================================================

First 10 Episodes:
  Avg P&L: $-1955.83 ± $407.53
  Avg Reward: 23.66 ± 405.65
  Avg Loss: 519.742009

Last 10 Episodes:
  Avg P&L: $-1966.80 ± $340.72
  Avg Reward: 12.47 ± 340.92
  Avg Loss: 369.151331

Improvement:
  P&L: $-10.97
  Reward: -11.19
  Loss: +150.590678

====================================================================================================
OVERALL STATISTICS
====================================================================================================
Total Episodes: 402
Average P&L: $-1923.33 ± $620.90
Best P&L: $1219.00
Worst P&L: $-3491.50
Average Reward: -0.40 ± 512.66
Average Loss: 768.630638
