feature,family,lag,volume_normalized,target,horizon,target_kind,correlation,abs_correlation,n_samples
ES_pct_360,ES,360,False,ES_fwd_ret_360,360,signed,0.03515051956681736,0.03515051956681736,1026184
SPX_pct_360,SPX,360,False,ES_fwd_ret_360,360,signed,0.03490654442186131,0.03490654442186131,1026184
SPY_pct_360,SPY,360,False,ES_fwd_ret_360,360,signed,0.034896217050424366,0.034896217050424366,1026184
ES_pct_300,ES,300,False,ES_fwd_ret_360,360,signed,0.029953584769403827,0.029953584769403827,1041964
SPY_pct_300,SPY,300,False,ES_fwd_ret_360,360,signed,0.02973177574321867,0.02973177574321867,1041964
SPX_pct_300,SPX,300,False,ES_fwd_ret_360,360,signed,0.029468777076680296,0.029468777076680296,1041964
ES_pct_240,ES,240,False,ES_fwd_ret_360,360,signed,0.02602824895443299,0.02602824895443299,1057744
SPY_pct_240,SPY,240,False,ES_fwd_ret_360,360,signed,0.02583600832053719,0.02583600832053719,1057744
SPX_pct_240,SPX,240,False,ES_fwd_ret_360,360,signed,0.025526720801960202,0.025526720801960202,1057744
SPY_pct_360,SPY,360,False,ES_fwd_up_360,360,binary,0.02350217411147643,0.02350217411147643,995862
ES_pct_360,ES,360,False,ES_fwd_up_360,360,binary,0.02345733636778643,0.02345733636778643,995862
ES_pct_360,ES,360,False,ES_fwd_ret_240,240,signed,0.023438129768072257,0.023438129768072257,1057744
SPX_pct_360,SPX,360,False,ES_fwd_up_360,360,binary,0.02332646087012999,0.02332646087012999,995862
SPY_pct_360,SPY,360,False,ES_fwd_ret_240,240,signed,0.02329448412434821,0.02329448412434821,1057744
SPX_pct_360,SPX,360,False,ES_fwd_ret_240,240,signed,0.02313106104314807,0.02313106104314807,1057744
SPY_pct_300,SPY,300,False,ES_fwd_up_360,360,binary,0.02137598808839036,0.02137598808839036,1011251
ES_pct_300,ES,300,False,ES_fwd_up_360,360,binary,0.021321797924619544,0.021321797924619544,1011251
SPY_pct_240,SPY,240,False,ES_fwd_up_360,360,binary,0.02096856510976503,0.02096856510976503,1026674
SPX_pct_300,SPX,300,False,ES_fwd_up_360,360,binary,0.02096104572832505,0.02096104572832505,1011251
ES_pct_240,ES,240,False,ES_fwd_up_360,360,binary,0.02095653509145918,0.02095653509145918,1026674
SPX_pct_240,SPX,240,False,ES_fwd_up_360,360,binary,0.020634221311471235,0.020634221311471235,1026674
SPY_pct_360,SPY,360,False,ES_fwd_up_240,240,binary,0.01806615964288145,0.01806615964288145,1023411
ES_pct_360,ES,360,False,ES_fwd_up_240,240,binary,0.018024718827593933,0.018024718827593933,1023411
SPX_pct_360,SPX,360,False,ES_fwd_up_240,240,binary,0.01773967887567147,0.01773967887567147,1023411
SPX_pct_300_per_ESvol,SPX,300,True,ES_fwd_ret_360,360,signed,-0.01664677401208303,0.01664677401208303,1023662
SPX_pct_360_per_ESvol,SPX,360,True,ES_fwd_ret_360,360,signed,-0.016291481730618073,0.016291481730618073,1008122
SPY_pct_300_per_ESvol,SPY,300,True,ES_fwd_ret_360,360,signed,-0.01622521742476349,0.01622521742476349,1023662
ES_pct_180,ES,180,False,ES_fwd_ret_360,360,signed,0.016056560129442385,0.016056560129442385,1073524
ES_pct_180,ES,180,False,ES_fwd_up_360,360,binary,0.01604359932656671,0.01604359932656671,1042095
SPY_pct_180,SPY,180,False,ES_fwd_up_360,360,binary,0.016025971960889524,0.016025971960889524,1042095
SPY_pct_360_per_ESvol,SPY,360,True,ES_fwd_ret_360,360,signed,-0.016012324403473787,0.016012324403473787,1008122
SPX_pct_180,SPX,180,False,ES_fwd_up_360,360,binary,0.016002231698101867,0.016002231698101867,1042095
ES_pct_300_per_ESvol,ES,300,True,ES_fwd_ret_360,360,signed,-0.015976186567811496,0.015976186567811496,1023662
SPY_pct_180,SPY,180,False,ES_fwd_ret_360,360,signed,0.015879702332864547,0.015879702332864547,1073524
ES_pct_360_per_ESvol,ES,360,True,ES_fwd_ret_360,360,signed,-0.015787743951176207,0.015787743951176207,1008122
SPX_pct_180,SPX,180,False,ES_fwd_ret_360,360,signed,0.015763233215805146,0.015763233215805146,1073524
ES_pct_45,ES,45,False,ES_fwd_ret_60,60,signed,-0.015624799639718714,0.015624799639718714,1187929
SPY_pct_45,SPY,45,False,ES_fwd_ret_60,60,signed,-0.015385475905687677,0.015385475905687677,1187929
SPX_pct_45,SPX,45,False,ES_fwd_ret_60,60,signed,-0.014777873633385615,0.014777873633385615,1187929
ES_pct_60,ES,60,False,ES_fwd_ret_60,60,signed,-0.014646002930860201,0.014646002930860201,1183984
ES_pct_30,ES,30,False,ES_fwd_ret_60,60,signed,-0.014586244395457713,0.014586244395457713,1191874
SPX_pct_240_per_ESvol,SPX,240,True,ES_fwd_ret_360,360,signed,-0.01443168647904375,0.01443168647904375,1039202
SPY_pct_60,SPY,60,False,ES_fwd_ret_60,60,signed,-0.01438522934413679,0.01438522934413679,1183984
SPY_pct_30,SPY,30,False,ES_fwd_ret_60,60,signed,-0.014296476444288947,0.014296476444288947,1191874
ES_pct_300,ES,300,False,ES_fwd_ret_240,240,signed,0.014227036666219944,0.014227036666219944,1073524
SPY_pct_300,SPY,300,False,ES_fwd_ret_240,240,signed,0.014128011641014524,0.014128011641014524,1073524
SPY_pct_240_per_ESvol,SPY,240,True,ES_fwd_ret_360,360,signed,-0.014028193733698985,0.014028193733698985,1039202
SPX_pct_30,SPX,30,False,ES_fwd_ret_60,60,signed,-0.013902885905546586,0.013902885905546586,1191874
SPX_pct_60,SPX,60,False,ES_fwd_ret_60,60,signed,-0.013790736231050035,0.013790736231050035,1183984
ES_pct_240_per_ESvol,ES,240,True,ES_fwd_ret_360,360,signed,-0.013780803951359324,0.013780803951359324,1039202
SPX_pct_300,SPX,300,False,ES_fwd_ret_240,240,signed,0.013677304726556257,0.013677304726556257,1073524
ES_pct_360,ES,360,False,ES_fwd_ret_180,180,signed,0.0136331242836701,0.0136331242836701,1073524
SPY_pct_360,SPY,360,False,ES_fwd_ret_180,180,signed,0.013514850450239745,0.013514850450239745,1073524
SPX_pct_360,SPX,360,False,ES_fwd_ret_180,180,signed,0.01343527221434619,0.01343527221434619,1073524
SPX_pct_360_per_ESvol,SPX,360,True,ES_fwd_ret_240,240,signed,-0.012998437995913692,0.012998437995913692,1039170
SPX_pct_360_per_ESvol,SPX,360,True,ES_fwd_up_360,360,binary,-0.01278844678680012,0.01278844678680012,993696
ES_pct_45,ES,45,False,ES_fwd_ret_180,180,signed,-0.012735620256457265,0.012735620256457265,1156369
SPY_pct_45,SPY,45,False,ES_fwd_up_180,180,binary,-0.01270742859367541,0.01270742859367541,1116496
ES_pct_20,ES,20,False,ES_fwd_ret_60,60,signed,-0.012690934946118924,0.012690934946118924,1194504
SPY_pct_45,SPY,45,False,ES_fwd_ret_180,180,signed,-0.01266535045140725,0.01266535045140725,1156369
ES_pct_45,ES,45,False,ES_fwd_up_180,180,binary,-0.012645678437136076,0.012645678437136076,1116496
SPY_pct_360_per_ESvol,SPY,360,True,ES_fwd_ret_240,240,signed,-0.01259914596552864,0.01259914596552864,1039170
SPY_pct_20,SPY,20,False,ES_fwd_ret_60,60,signed,-0.012485370719812174,0.012485370719812174,1194504
ES_pct_30,ES,30,False,ES_fwd_ret_180,180,signed,-0.012430565174414787,0.012430565174414787,1160314
ES_pct_360_per_ESvol,ES,360,True,ES_fwd_ret_240,240,signed,-0.012388219753920205,0.012388219753920205,1039170
SPY_pct_360_per_ESvol,SPY,360,True,ES_fwd_up_360,360,binary,-0.012328685271964004,0.012328685271964004,993696
SPY_pct_30,SPY,30,False,ES_fwd_ret_180,180,signed,-0.012305527541368155,0.012305527541368155,1160314
SPX_pct_20,SPX,20,False,ES_fwd_ret_60,60,signed,-0.012242942912695811,0.012242942912695811,1194504
ES_pct_180,ES,180,False,ES_fwd_ret_60,60,signed,-0.01222554921855176,0.01222554921855176,1152424
SPY_pct_180,SPY,180,False,ES_fwd_ret_60,60,signed,-0.012193049909892966,0.012193049909892966,1152424
SPY_pct_60,SPY,60,False,ES_fwd_up_180,180,binary,-0.012138813514564766,0.012138813514564766,1112660
ES_pct_360_per_ESvol,ES,360,True,ES_fwd_up_360,360,binary,-0.012136514418604982,0.012136514418604982,993696
SPX_pct_45,SPX,45,False,ES_fwd_up_180,180,binary,-0.012101957322395482,0.012101957322395482,1116496
ES_pct_60,ES,60,False,ES_fwd_up_180,180,binary,-0.012098359975013982,0.012098359975013982,1112660
ES_pct_90,ES,90,False,ES_fwd_ret_120,120,signed,-0.011907014527821964,0.011907014527821964,1160314
SPY_pct_30,SPY,30,False,ES_fwd_up_180,180,binary,-0.011861418864056873,0.011861418864056873,1120329
SPY_pct_90,SPY,90,False,ES_fwd_ret_120,120,signed,-0.011841209900851619,0.011841209900851619,1160314
ES_pct_30,ES,30,False,ES_fwd_up_180,180,binary,-0.01182911158408316,0.01182911158408316,1120329
ES_pct_120,ES,120,False,ES_fwd_ret_60,60,signed,-0.011822973339129742,0.011822973339129742,1168204
SPX_pct_45,SPX,45,False,ES_fwd_ret_180,180,signed,-0.011749687508510402,0.011749687508510402,1156369
SPY_pct_120,SPY,120,False,ES_fwd_ret_60,60,signed,-0.011663919589547598,0.011663919589547598,1168204
SPX_pct_30,SPX,30,False,ES_fwd_ret_180,180,signed,-0.011630148292730869,0.011630148292730869,1160314
ES_pct_60,ES,60,False,ES_fwd_ret_120,120,signed,-0.011599102308005033,0.011599102308005033,1168204
SPX_pct_60,SPX,60,False,ES_fwd_up_180,180,binary,-0.011514930418900846,0.011514930418900846,1112660
SPX_pct_30,SPX,30,False,ES_fwd_up_180,180,binary,-0.011501815162221624,0.011501815162221624,1120329
SPY_pct_60,SPY,60,False,ES_fwd_ret_120,120,signed,-0.011464995102232237,0.011464995102232237,1168204
SPX_pct_300_per_ESvol,SPX,300,True,ES_fwd_up_360,360,binary,-0.01143668090954977,0.01143668090954977,1009085
SPX_pct_180_per_ESvol,SPX,180,True,ES_fwd_ret_360,360,signed,-0.011432069251220877,0.011432069251220877,1054741
ES_pct_60,ES,60,False,ES_fwd_ret_180,180,signed,-0.011362596917800545,0.011362596917800545,1152424
SPX_pct_180,SPX,180,False,ES_fwd_ret_60,60,signed,-0.011342027787122318,0.011342027787122318,1152424
ES_pct_20,ES,20,False,ES_fwd_ret_180,180,signed,-0.011319433084744188,0.011319433084744188,1162944
SPY_pct_60,SPY,60,False,ES_fwd_ret_180,180,signed,-0.011301059844695607,0.011301059844695607,1152424
SPY_pct_20,SPY,20,False,ES_fwd_ret_180,180,signed,-0.01121241624126337,0.01121241624126337,1162944
ES_pct_90,ES,90,False,ES_fwd_ret_60,60,signed,-0.0110438591397162,0.0110438591397162,1176094
SPY_pct_300,SPY,300,False,ES_fwd_up_240,240,binary,0.01099951969143632,0.01099951969143632,1038812
SPX_pct_90,SPX,90,False,ES_fwd_ret_120,120,signed,-0.010999418631768492,0.010999418631768492,1160314
ES_pct_60,ES,60,False,ES_fwd_ret_12,12,signed,-0.010995718422330124,0.010995718422330124,1196608
SPX_pct_120,SPX,120,False,ES_fwd_ret_60,60,signed,-0.010985523306521295,0.010985523306521295,1168204
ES_pct_300,ES,300,False,ES_fwd_up_240,240,binary,0.01098371991984348,0.01098371991984348,1038812
SPY_pct_180_per_ESvol,SPY,180,True,ES_fwd_ret_360,360,signed,-0.010962713193804114,0.010962713193804114,1054741
SPY_pct_90,SPY,90,False,ES_fwd_ret_60,60,signed,-0.01085269623917575,0.01085269623917575,1176094
SPY_pct_60,SPY,60,False,ES_fwd_ret_12,12,signed,-0.010828026195245729,0.010828026195245729,1196608
SPY_pct_300_per_ESvol,SPY,300,True,ES_fwd_up_360,360,binary,-0.010824178446412423,0.010824178446412423,1009085
SPY_pct_120,SPY,120,False,ES_fwd_ret_120,120,signed,-0.010822098529019216,0.010822098529019216,1152424
ES_pct_120,ES,120,False,ES_fwd_ret_120,120,signed,-0.010820590372834973,0.010820590372834973,1152424
ES_pct_45,ES,45,False,ES_fwd_ret_120,120,signed,-0.01073144300785786,0.01073144300785786,1172149
ES_pct_180_per_ESvol,ES,180,True,ES_fwd_ret_360,360,signed,-0.010731354363412268,0.010731354363412268,1054741
SPX_pct_60,SPX,60,False,ES_fwd_ret_120,120,signed,-0.010682901963212869,0.010682901963212869,1168204
SPY_pct_20,SPY,20,False,ES_fwd_up_180,180,binary,-0.010682699735574184,0.010682699735574184,1122883
SPX_pct_20,SPX,20,False,ES_fwd_ret_180,180,signed,-0.010678388904587319,0.010678388904587319,1162944
ES_pct_300_per_ESvol,ES,300,True,ES_fwd_up_360,360,binary,-0.010672390839838633,0.010672390839838633,1009085
ES_pct_20,ES,20,False,ES_fwd_up_180,180,binary,-0.01063848274756683,0.01063848274756683,1122883
SPX_pct_300_per_ESvol,SPX,300,True,ES_fwd_ret_240,240,signed,-0.010634846113841358,0.010634846113841358,1054710
SPY_pct_45,SPY,45,False,ES_fwd_ret_120,120,signed,-0.010602480561431569,0.010602480561431569,1172149
SPX_pct_60,SPX,60,False,ES_fwd_ret_12,12,signed,-0.010595142288677573,0.010595142288677573,1196608
SPY_minus_SPX_pct_120,SPY_minus_SPX,120,False,ES_fwd_ret_120,120,signed,-0.010537926306553187,0.010537926306553187,1152424
SPX_pct_300,SPX,300,False,ES_fwd_up_240,240,binary,0.010469588337366897,0.010469588337366897,1038812
SPX_pct_20,SPX,20,False,ES_fwd_up_180,180,binary,-0.010452756458381774,0.010452756458381774,1122883
ES_pct_12,ES,12,False,ES_fwd_ret_60,60,signed,-0.010433038519934023,0.010433038519934023,1196608
SPY_minus_SPX_pct_180,SPY_minus_SPX,180,False,ES_fwd_ret_60,60,signed,-0.010400629718857583,0.010400629718857583,1152424
SPX_pct_12,SPX,12,False,ES_fwd_ret_60,60,signed,-0.010312977920332441,0.010312977920332441,1196608
SPY_pct_12,SPY,12,False,ES_fwd_ret_60,60,signed,-0.010297201321806466,0.010297201321806466,1196608
SPX_pct_60,SPX,60,False,ES_fwd_ret_180,180,signed,-0.010229243204891223,0.010229243204891223,1152424
SPX_pct_90,SPX,90,False,ES_fwd_ret_60,60,signed,-0.010201537294829836,0.010201537294829836,1176094
SPY_pct_300_per_ESvol,SPY,300,True,ES_fwd_ret_240,240,signed,-0.01011243644628924,0.01011243644628924,1054710
SPX_pct_120,SPX,120,False,ES_fwd_up_360,360,binary,0.010035231274951007,0.010035231274951007,1057526
ES_pct_300_per_ESvol,ES,300,True,ES_fwd_ret_240,240,signed,-0.009907956587687566,0.009907956587687566,1054710
SPX_pct_45,SPX,45,False,ES_fwd_ret_120,120,signed,-0.009858548613202652,0.009858548613202652,1172149
ES_pct_120,ES,120,False,ES_fwd_up_360,360,binary,0.0098408534942997,0.0098408534942997,1057526
SPX_pct_120,SPX,120,False,ES_fwd_ret_120,120,signed,-0.009814684571832264,0.009814684571832264,1152424
ES_pct_180,ES,180,False,ES_fwd_ret_12,12,signed,-0.009813195094329067,0.009813195094329067,1165048
SPY_pct_120,SPY,120,False,ES_fwd_up_360,360,binary,0.009811635914356338,0.009811635914356338,1057526
SPY_pct_180,SPY,180,False,ES_fwd_ret_12,12,signed,-0.00975532189573697,0.00975532189573697,1165048
ES_pct_5,ES,5,False,ES_fwd_up_12,12,binary,-0.009750711135326537,0.009750711135326537,1104594
SPY_minus_SPX_pct_90,SPY_minus_SPX,90,False,ES_fwd_ret_180,180,signed,-0.00971610044700322,0.00971610044700322,1144534
ES_pct_240,ES,240,False,ES_fwd_ret_240,240,signed,0.00969314776826111,0.00969314776826111,1089304
SPY_pct_240,SPY,240,False,ES_fwd_ret_240,240,signed,0.00965827982173438,0.00965827982173438,1089304
ES_pct_30,ES,30,False,ES_fwd_ret_120,120,signed,-0.009650304818530138,0.009650304818530138,1176094
SPY_pct_5,SPY,5,False,ES_fwd_up_12,12,binary,-0.009599439428799861,0.009599439428799861,1104594
SPY_pct_30,SPY,30,False,ES_fwd_ret_120,120,signed,-0.009490748390908958,0.009490748390908958,1176094
SPX_pct_180,SPX,180,False,ES_fwd_ret_12,12,signed,-0.009383207790660165,0.009383207790660165,1165048
SPY_minus_SPX_pct_120,SPY_minus_SPX,120,False,ES_fwd_ret_180,180,signed,-0.009334918439184645,0.009334918439184645,1136644
ES_pct_2,ES,2,False,ES_fwd_up_12,12,binary,-0.009314885124226556,0.009314885124226556,1105354
SPX_pct_360_per_ESvol,SPX,360,True,ES_fwd_ret_180,180,signed,-0.009306594655487397,0.009306594655487397,1054700
SPX_pct_240,SPX,240,False,ES_fwd_ret_240,240,signed,0.009284075002076227,0.009284075002076227,1089304
ES_pct_360,ES,360,False,ES_fwd_up_180,180,binary,0.00925089259804512,0.00925089259804512,1035767
SPY_pct_360,SPY,360,False,ES_fwd_up_180,180,binary,0.009248565295661692,0.009248565295661692,1035767
ES_pct_90,ES,90,False,ES_fwd_ret_12,12,signed,-0.009239569470779804,0.009239569470779804,1188718
ES_pct_360,ES,360,False,ES_fwd_ret_60,60,signed,-0.009183292680039317,0.009183292680039317,1105084
ES_pct_3,ES,3,False,ES_fwd_up_12,12,binary,-0.009136373375271614,0.009136373375271614,1105099
SPY_pct_90,SPY,90,False,ES_fwd_ret_12,12,signed,-0.009117289367647354,0.009117289367647354,1188718
ES_pct_12,ES,12,False,ES_fwd_ret_180,180,signed,-0.009100308471978423,0.009100308471978423,1165048
SPY_pct_2,SPY,2,False,ES_fwd_up_12,12,binary,-0.009082762073242058,0.009082762073242058,1105354
SPY_pct_360,SPY,360,False,ES_fwd_ret_60,60,signed,-0.009079076445053819,0.009079076445053819,1105084
SPY_pct_12,SPY,12,False,ES_fwd_ret_180,180,signed,-0.009050087622520705,0.009050087622520705,1165048
SPX_pct_360,SPX,360,False,ES_fwd_up_180,180,binary,0.009049738378007462,0.009049738378007462,1035767
SPX_pct_360,SPX,360,False,ES_fwd_ret_60,60,signed,-0.0090296390689303,0.0090296390689303,1105084
ES_pct_8,ES,8,False,ES_fwd_up_12,12,binary,-0.009009035122005061,0.009009035122005061,1103842
SPY_pct_3,SPY,3,False,ES_fwd_up_12,12,binary,-0.008945183952139425,0.008945183952139425,1105099
SPY_pct_360_per_ESvol,SPY,360,True,ES_fwd_ret_180,180,signed,-0.008923307460720786,0.008923307460720786,1054700
SPX_pct_30,SPX,30,False,ES_fwd_ret_120,120,signed,-0.00888101465529947,0.00888101465529947,1176094
SPY_pct_8,SPY,8,False,ES_fwd_up_12,12,binary,-0.008880252220313047,0.008880252220313047,1103842
ES_pct_1,ES,1,False,ES_fwd_up_12,12,binary,-0.008841449199936412,0.008841449199936412,1105607
ES_pct_360_per_ESvol,ES,360,True,ES_fwd_ret_180,180,signed,-0.008758255036503218,0.008758255036503218,1054700
SPX_pct_12,SPX,12,False,ES_fwd_ret_180,180,signed,-0.008729704524392553,0.008729704524392553,1165048
SPY_pct_1,SPY,1,False,ES_fwd_up_12,12,binary,-0.00872070162199248,0.00872070162199248,1105607
SPX_pct_8,SPX,8,False,ES_fwd_ret_60,60,signed,-0.00871959004506137,0.00871959004506137,1197660
SPX_pct_90,SPX,90,False,ES_fwd_ret_12,12,signed,-0.008697028642852253,0.008697028642852253,1188718
SPY_pct_12,SPY,12,False,ES_fwd_up_180,180,binary,-0.00868889263512805,0.00868889263512805,1124940
SPX_pct_5,SPX,5,False,ES_fwd_up_12,12,binary,-0.00860158552965791,0.00860158552965791,1104594
ES_pct_12,ES,12,False,ES_fwd_up_180,180,binary,-0.008597315102365596,0.008597315102365596,1124940
ES_pct_8,ES,8,False,ES_fwd_ret_60,60,signed,-0.008571681216368645,0.008571681216368645,1197660
SPY_pct_8,SPY,8,False,ES_fwd_ret_60,60,signed,-0.008518384199746185,0.008518384199746185,1197660
SPX_pct_120_per_ESvol,SPX,120,True,ES_fwd_ret_360,360,signed,-0.008460815641526958,0.008460815641526958,1070281
SPX_pct_12,SPX,12,False,ES_fwd_up_180,180,binary,-0.00845135338612908,0.00845135338612908,1124940
SPY_minus_SPX_pct_60,SPY_minus_SPX,60,False,ES_fwd_ret_180,180,signed,-0.008396662326189323,0.008396662326189323,1152424
SPY_pct_90,SPY,90,False,ES_fwd_up_120,120,binary,-0.008392771936914543,0.008392771936914543,1115385
ES_minus_SPX_pct_360_per_ESvol,ES_minus_SPX,360,True,ES_fwd_up_240,240,binary,0.008388888434379014,0.008388888434379014,1021217
ES_pct_90,ES,90,False,ES_fwd_up_120,120,binary,-0.008304720890316903,0.008304720890316903,1115385
SPY_minus_SPX_pct_180,SPY_minus_SPX,180,False,ES_fwd_ret_120,120,signed,-0.008300002278568077,0.008300002278568077,1136644
SPX_pct_240_per_ESvol,SPX,240,True,ES_fwd_ret_240,240,signed,-0.00825281892758483,0.00825281892758483,1070250
SPX_pct_2,SPX,2,False,ES_fwd_up_12,12,binary,-0.0082149357457782,0.0082149357457782,1105354
SPX_pct_240_per_ESvol,SPX,240,True,ES_fwd_up_360,360,binary,-0.008204389895792582,0.008204389895792582,1024508
SPX_pct_1,SPX,1,False,ES_fwd_up_12,12,binary,-0.008198498714835523,0.008198498714835523,1105607
ES_pct_20,ES,20,False,ES_fwd_up_60,60,binary,-0.008196412870743125,0.008196412870743125,1138171
SPY_pct_60,SPY,60,False,ES_fwd_up_120,120,binary,-0.008181560863336136,0.008181560863336136,1123040
ES_pct_60,ES,60,False,ES_fwd_up_120,120,binary,-0.008147212928509118,0.008147212928509118,1123040
ES_pct_45,ES,45,False,ES_fwd_ret_12,12,signed,-0.008112713466122926,0.008112713466122926,1200553
SPY_pct_120_per_ESvol,SPY,120,True,ES_fwd_ret_360,360,signed,-0.008110237548664242,0.008110237548664242,1070281
SPY_minus_SPX_pct_240,SPY_minus_SPX,240,False,ES_fwd_up_12,12,binary,-0.008053766358786338,0.008053766358786338,1046204
SPY_pct_20,SPY,20,False,ES_fwd_up_60,60,binary,-0.00805252085126668,0.00805252085126668,1138171
SPY_pct_45,SPY,45,False,ES_fwd_ret_12,12,signed,-0.008046372307403519,0.008046372307403519,1200553
ES_minus_SPX_pct_300,ES_minus_SPX,300,False,ES_fwd_up_240,240,binary,0.008023247469640594,0.008023247469640594,1038812
ES_pct_12,ES,12,False,ES_fwd_up_60,60,binary,-0.008020316899209365,0.008020316899209365,1140208
ES_pct_120_per_ESvol,ES,120,True,ES_fwd_ret_360,360,signed,-0.007999421651006589,0.007999421651006589,1070281
ES_pct_20,ES,20,False,ES_fwd_ret_120,120,signed,-0.007977429761220572,0.007977429761220572,1178724
SPX_pct_60,SPX,60,False,ES_fwd_up_120,120,binary,-0.007927521521842494,0.007927521521842494,1123040
SPX_pct_90,SPX,90,False,ES_fwd_up_120,120,binary,-0.00789522586401806,0.00789522586401806,1115385
SPY_pct_20,SPY,20,False,ES_fwd_ret_120,120,signed,-0.007880587292406089,0.007880587292406089,1178724
SPY_pct_12,SPY,12,False,ES_fwd_up_60,60,binary,-0.007878049481339744,0.007878049481339744,1140208
SPX_pct_3,SPX,3,False,ES_fwd_up_12,12,binary,-0.007863235546219299,0.007863235546219299,1105099
SPX_pct_300_per_ESvol,SPX,300,True,ES_fwd_ret_180,180,signed,-0.007861247202292879,0.007861247202292879,1070240
SPY_minus_SPX_pct_300,SPY_minus_SPX,300,False,ES_fwd_up_240,240,binary,0.007857391489658938,0.007857391489658938,1038812
SPY_minus_SPX_pct_300_per_ESvol,SPY_minus_SPX,300,True,ES_fwd_up_360,360,binary,0.007853378273860527,0.007853378273860527,1009085
SPY_pct_240_per_ESvol,SPY,240,True,ES_fwd_ret_240,240,signed,-0.007833791162449326,0.007833791162449326,1070250
SPX_pct_12,SPX,12,False,ES_fwd_up_60,60,binary,-0.007785604010721314,0.007785604010721314,1140208
SPY_minus_SPX_pct_360_per_ESvol,SPY_minus_SPX,360,True,ES_fwd_up_240,240,binary,0.007741129357794919,0.007741129357794919,1021217
SPX_pct_20,SPX,20,False,ES_fwd_up_60,60,binary,-0.007675357963668468,0.007675357963668468,1138171
SPX_pct_45,SPX,45,False,ES_fwd_ret_12,12,signed,-0.00767191942631875,0.00767191942631875,1200553
ES_pct_240_per_ESvol,ES,240,True,ES_fwd_ret_240,240,signed,-0.007671277026518582,0.007671277026518582,1070250
SPY_pct_240_per_ESvol,SPY,240,True,ES_fwd_up_360,360,binary,-0.007649490680831146,0.007649490680831146,1024508
SPX_pct_300,SPX,300,False,ES_fwd_ret_60,60,signed,-0.0075812757803499905,0.0075812757803499905,1120864
SPY_minus_SPX_pct_90,SPY_minus_SPX,90,False,ES_fwd_ret_120,120,signed,-0.0075755345357503695,0.0075755345357503695,1160314
ES_pct_12,ES,12,False,ES_fwd_up_12,12,binary,-0.007561690147347666,0.007561690147347666,1102835
SPY_pct_8,SPY,8,False,ES_fwd_up_180,180,binary,-0.007552815638679261,0.007552815638679261,1125967
ES_pct_20,ES,20,False,ES_fwd_up_12,12,binary,-0.007528570744770781,0.007528570744770781,1100824
ES_pct_30,ES,30,False,ES_fwd_up_60,60,binary,-0.0075048659481011595,0.0075048659481011595,1135617
ES_pct_8,ES,8,False,ES_fwd_up_180,180,binary,-0.007487528205663578,0.007487528205663578,1125967
SPY_pct_12,SPY,12,False,ES_fwd_up_12,12,binary,-0.007483213672050215,0.007483213672050215,1102835
ES_minus_SPX_pct_240,ES_minus_SPX,240,False,ES_fwd_up_12,12,binary,-0.0074601164185354825,0.0074601164185354825,1046204
SPY_pct_300_per_ESvol,SPY,300,True,ES_fwd_ret_180,180,signed,-0.007448069584964976,0.007448069584964976,1070240
SPY_pct_20,SPY,20,False,ES_fwd_up_12,12,binary,-0.007437697682390211,0.007437697682390211,1100824
SPY_minus_SPX_pct_180,SPY_minus_SPX,180,False,ES_fwd_up_60,60,binary,-0.007435417849937384,0.007435417849937384,1097448
ES_pct_240_per_ESvol,ES,240,True,ES_fwd_up_360,360,binary,-0.0074239327162360265,0.0074239327162360265,1024508
SPX_pct_8,SPX,8,False,ES_fwd_up_180,180,binary,-0.007418841992811273,0.007418841992811273,1125967
SPY_minus_SPX_pct_240,SPY_minus_SPX,240,False,ES_fwd_up_240,240,binary,0.00740255757055483,0.00740255757055483,1054177
ES_minus_SPX_pct_300_per_ESvol,ES_minus_SPX,300,True,ES_fwd_up_360,360,binary,0.0073829349549956675,0.0073829349549956675,1009085
ES_pct_300,ES,300,False,ES_fwd_ret_60,60,signed,-0.007379434820469188,0.007379434820469188,1120864
ES_pct_8,ES,8,False,ES_fwd_up_60,60,binary,-0.00737509155452497,0.00737509155452497,1141239
SPY_pct_30,SPY,30,False,ES_fwd_up_60,60,binary,-0.0073735874948553624,0.0073735874948553624,1135617
ES_pct_8,ES,8,False,ES_fwd_ret_180,180,signed,-0.007372339635441242,0.007372339635441242,1166100
ES_pct_60,ES,60,False,ES_fwd_up_60,60,binary,-0.007366100345241742,0.007366100345241742,1127991
SPX_pct_20,SPX,20,False,ES_fwd_ret_120,120,signed,-0.007364544443665972,0.007364544443665972,1178724
SPY_pct_8,SPY,8,False,ES_fwd_ret_180,180,signed,-0.007349092030389586,0.007349092030389586,1166100
SPX_pct_8,SPX,8,False,ES_fwd_up_60,60,binary,-0.007310751059180668,0.007310751059180668,1141239
SPY_pct_300,SPY,300,False,ES_fwd_ret_60,60,signed,-0.007306347613238954,0.007306347613238954,1120864
SPY_pct_8,SPY,8,False,ES_fwd_up_60,60,binary,-0.007302644531589313,0.007302644531589313,1141239
ES_pct_300_per_ESvol,ES,300,True,ES_fwd_ret_180,180,signed,-0.007287976231166604,0.007287976231166604,1070240
SPY_pct_60,SPY,60,False,ES_fwd_up_60,60,binary,-0.00727605423581977,0.00727605423581977,1127991
SPX_pct_8,SPX,8,False,ES_fwd_up_12,12,binary,-0.007269652120869357,0.007269652120869357,1103842
